pmid|annotator|subject_start_idx|subject_end_idx|subject_location|subject_text_span|subject_label|predicate|object_start_idx|object_end_idx|object_location|object_text_span|object_label
31609697|distant|784|804|abstract|α-Synuclein pathology|DDF|strike|920|927|abstract|appendix|anatomical location
31609697|distant|942|952|abstract|α-synuclein|chemical|located in|972|979|abstract|appendix|anatomical location
31609697|distant|972|979|abstract|appendix|anatomical location|located in|999|1009|abstract|PD patients|human
31609697|distant|1225|1235|abstract|α-synuclein|chemical|influence|1194|1195|abstract|PD|DDF
31870331|distant|76|89|title|gut microbiota|microbiome|located in|153|180|title|young adult Cancer survivors|human
31870331|distant|142|155|abstract|gut microbiota|microbiome|is linked to|167|181|abstract|acute dysbiosis|DDF
31870331|distant|142|155|abstract|gut microbiota|microbiome|located in|250|261|abstract|young adults|human
31870331|distant|237|242|abstract|Cancer|DDF|target|250|261|abstract|young adults|human
31870331|distant|500|513|abstract|gut microbiota|microbiome|is linked to|597|625|abstract|psycho-physiological deficits|DDF
31870331|distant|544|553|abstract|probiotics|dietary supplement|impact|346|359|abstract|gut microbiota|microbiome
31870331|distant|544|553|abstract|probiotics|dietary supplement|impact|500|513|abstract|gut microbiota|microbiome
31870331|distant|544|553|abstract|probiotics|dietary supplement|influence|597|625|abstract|psycho-physiological deficits|DDF
31870331|distant|544|553|abstract|probiotics|dietary supplement|influence|597|625|abstract|psycho-physiological deficits|DDF
31870331|distant|597|625|abstract|psycho-physiological deficits|DDF|target|642|656|abstract|young survivors|human
31870331|distant|856|869|abstract|gut microbiota|microbiome|is linked to|785|828|abstract|chemotherapy induced long-term gut dysbiosis|DDF
31870331|distant|856|869|abstract|gut microbiota|microbiome|is linked to|1355|1361|abstract|anxiety|DDF
32046750|distant|26|35|title|probiotics|dietary supplement|influence|9|19|title|impulsivity|DDF
32046750|distant|0|10|abstract|Impulsivity|DDF|affect|44|77|abstract|emotional and social maladjustment|DDF
32046750|distant|0|10|abstract|Impulsivity|DDF|affect|98|118|abstract|psychiatric disorders|DDF
32046750|distant|16|27|abstract|compulsivity|DDF|affect|44|77|abstract|emotional and social maladjustment|DDF
32046750|distant|16|27|abstract|compulsivity|DDF|affect|98|118|abstract|psychiatric disorders|DDF
32046750|distant|389|398|abstract|synbiotics|dietary supplement|impact|403|416|abstract|gut microbiota|microbiome
32046750|distant|389|398|abstract|synbiotics|dietary supplement|influence|488|507|abstract|psychiatric diseases|DDF
32046750|distant|403|416|abstract|gut microbiota|microbiome|is linked to|488|507|abstract|psychiatric diseases|DDF
32046750|distant|730|739|abstract|synbiotics|dietary supplement|administered|774|779|abstract|adults|human
32046750|distant|730|739|abstract|synbiotics|dietary supplement|influence|801|811|abstract|impulsivity|DDF
32046750|distant|730|739|abstract|synbiotics|dietary supplement|influence|820|831|abstract|compulsivity|DDF
32046750|distant|801|811|abstract|impulsivity|DDF|target|774|779|abstract|adults|human
32046750|distant|820|831|abstract|compulsivity|DDF|target|774|779|abstract|adults|human
32046750|distant|1339|1356|abstract|impulsive behavior|DDF|target|1314|1325|abstract|participants|human
32046750|distant|1377|1416|abstract|attention deficit/hyperactivity disorder|DDF|target|1314|1325|abstract|participants|human
32046750|distant|1419|1422|abstract|ADHD|DDF|target|1314|1325|abstract|participants|human
32046750|distant|1432|1462|abstract|borderline personality disorder|DDF|target|1314|1325|abstract|participants|human
37237983|distant|0|18|abstract|Parkinson's disease|DDF|target|118|134|abstract|global population|human
37237983|distant|21|22|abstract|PD|DDF|target|118|134|abstract|global population|human
37237983|distant|501|511|abstract|Clinical PD|DDF|affect|605|636|abstract|proinflammatory immune responses|DDF
37237983|distant|501|511|abstract|Clinical PD|DDF|affect|639|662|abstract|mitochondrial impairment|DDF
37237983|distant|944|955|abstract|Prodromal PD|DDF|affect|987|1009|abstract|orthostatic hypotension|DDF
37237983|distant|944|955|abstract|Prodromal PD|DDF|affect|1026|1048|abstract|age-related impairments|DDF
37237983|distant|944|955|abstract|Prodromal PD|DDF|affect|1059|1074|abstract|sleep disruption|DDF
37237983|distant|944|955|abstract|Prodromal PD|DDF|affect|1106|1117|abstract|constipation|DDF
37548294|distant|46|59|title|gut microbiota|microbiome|located in|64|74|title|individuals|human
37548294|distant|88|103|title|anorexia nervosa|DDF|target|64|74|title|individuals|human
37548294|distant|4|17|abstract|gut microbiota|microbiome|is linked to|89|104|abstract|anorexia nervosa|DDF
37548294|distant|4|17|abstract|gut microbiota|microbiome|is linked to|107|108|abstract|AN|DDF
37548294|distant|148|161|abstract|gut microbiota|microbiome|is linked to|166|167|abstract|AN|DDF
37548294|distant|148|161|abstract|gut microbiota|microbiome|is linked to|353|354|abstract|AN|DDF
37548294|distant|148|161|abstract|gut microbiota|microbiome|is linked to|365|374|abstract|depression|DDF
37548294|distant|148|161|abstract|gut microbiota|microbiome|is linked to|380|408|abstract|gastrointestinal disturbances|DDF
37548294|distant|148|161|abstract|gut microbiota|microbiome|is linked to|411|413|abstract|GID|DDF
37548294|distant|644|645|abstract|AN|DDF|target|627|637|abstract|individuals|human
37548294|distant|644|645|abstract|AN|DDF|target|1121|1131|abstract|individuals|human
37548294|distant|760|773|abstract|gut microbiota|microbiome|is linked to|813|814|abstract|AN|DDF
37548294|distant|1103|1116|abstract|gut microbiota|microbiome|is linked to|1279|1280|abstract|AN|DDF
37548294|distant|1138|1139|abstract|AN|DDF|target|1121|1131|abstract|individuals|human
34079079|distant|144|157|abstract|gut microbiome|microbiome|is linked to|0|14|abstract|Graves' Disease|DDF
34079079|distant|144|157|abstract|gut microbiome|microbiome|is linked to|35|67|abstract|organ-specific autoimmune disease|DDF
34079079|distant|288|302|abstract|gut microbiomes|microbiome|located in|307|351|abstract|mild and severe Graves' disease (GD) patients|human
34079079|distant|910|924|abstract|gut microbiomes|microbiome|is linked to|1007|1025|abstract|Parkinson's Disease|DDF
38488514|distant|86|107|title|Tryptophan Hydroxylase|chemical|influence|169|192|title|Depressive-Like Behavior|DDF
38488514|distant|128|154|title|Intestinal Microenvironment|microbiome|is linked to|169|192|title|Depressive-Like Behavior|DDF
38488514|distant|169|192|title|Depressive-Like Behavior|DDF|target|197|200|title|Mice|animal
38488514|distant|0|9|abstract|Depression|DDF|target|115|120|abstract|people|human
38488514|distant|362|376|abstract|ginsenoside Rk3|chemical|influence|428|437|abstract|depression|DDF
38488514|distant|362|376|abstract|ginsenoside Rk3|chemical|influence|428|437|abstract|depression|DDF
38488514|distant|440|442|abstract|Rk3|chemical|influence|467|490|abstract|depression-like behavior|DDF
38488514|distant|440|442|abstract|Rk3|chemical|influence|588|602|abstract|neuronal damage|DDF
38488514|distant|440|442|abstract|Rk3|chemical|located in|611|621|abstract|hippocampus|anatomical location
38488514|distant|440|442|abstract|Rk3|chemical|located in|627|643|abstract|prefrontal cortex|anatomical location
38488514|distant|467|490|abstract|depression-like behavior|DDF|target|495|498|abstract|mice|animal
38488514|distant|611|621|abstract|hippocampus|anatomical location|located in|648|651|abstract|mice|animal
38488514|distant|627|643|abstract|prefrontal cortex|anatomical location|located in|648|651|abstract|mice|animal
38488514|distant|900|902|abstract|Rk3|chemical|impact|936|949|abstract|gut microbiota|microbiome
38488514|distant|900|902|abstract|Rk3|chemical|produced by|936|949|abstract|gut microbiota|microbiome
38488514|distant|900|902|abstract|Rk3|chemical|influence|1024|1048|abstract|intestinal barrier damage|DDF
38488514|distant|936|949|abstract|gut microbiota|microbiome|located in|954|957|abstract|mice|animal
38488514|distant|1112|1114|abstract|Rk3|chemical|interact|1192|1194|abstract|Rk3|chemical
38488514|distant|1112|1114|abstract|Rk3|chemical|influence|1232|1241|abstract|depression|DDF
32456274|distant|34|44|abstract|α-synuclein|chemical|influence|84|102|abstract|Parkinson's disease|DDF
32456274|distant|34|44|abstract|α-synuclein|chemical|influence|105|129|abstract|dementia with Lewy bodies|DDF
32456274|distant|34|44|abstract|α-synuclein|chemical|influence|142|160|abstract|α-synucleinopathies|DDF
32456274|distant|47|48|abstract|αS|chemical|influence|84|102|abstract|Parkinson's disease|DDF
32456274|distant|47|48|abstract|αS|chemical|influence|105|129|abstract|dementia with Lewy bodies|DDF
32456274|distant|47|48|abstract|αS|chemical|influence|142|160|abstract|α-synucleinopathies|DDF
32456274|distant|182|193|abstract|αS pathology|DDF|strike|202|206|abstract|brain|anatomical location
32456274|distant|419|430|abstract|αS oligomers|chemical|influence|491|509|abstract|α-synucleinopathies|DDF
32456274|distant|546|563|abstract|phenolic compounds|chemical|influence|636|687|abstract|αS oligomer-induced cellular and synaptic toxicities|DDF
36875518|distant|38|51|title|gut microbiota|microbiome|located in|56|63|title|patients|human
36875518|distant|70|87|title|alcohol dependence|DDF|target|56|63|title|patients|human
36875518|distant|14|31|abstract|alcohol dependence|DDF|target|0|7|abstract|Patients|human
36875518|distant|34|35|abstract|AD|DDF|target|0|7|abstract|Patients|human
36875518|distant|50|64|abstract|gut dysbacteria|DDF|target|0|7|abstract|Patients|human
36875518|distant|67|77|abstract|Dysbacteria|DDF|affect|172|173|abstract|AD|DDF
36875518|distant|97|132|abstract|disruptions of circadian rhythmicity|DDF|affect|172|173|abstract|AD|DDF
36875518|distant|244|257|abstract|gut microbiota|microbiome|located in|262|272|abstract|AD patients|human
36875518|distant|286|293|abstract|patients|human|used by|605|623|abstract|16S rDNA sequencing|biomedical technique
36875518|distant|300|301|abstract|AD|DDF|target|286|293|abstract|patients|human
36875518|distant|392|407|abstract|healthy subjects|human|used by|605|623|abstract|16S rDNA sequencing|biomedical technique
36875518|distant|741|754|abstract|gut microbiota|microbiome|used by|605|623|abstract|16S rDNA sequencing|biomedical technique
36875518|distant|790|803|abstract|gut microbiota|microbiome|located in|808|818|abstract|AD patients|human
36875518|distant|1283|1306|abstract|mild withdrawal symptoms|DDF|change abundance|1117|1134|abstract|Prevotella pallens|bacteria
36875518|distant|1283|1306|abstract|mild withdrawal symptoms|DDF|change abundance|1171|1184|abstract|gut microbiota|microbiome
36875518|distant|1420|1453|abstract|disruptions of diurnal oscillation|DDF|change abundance|1171|1184|abstract|gut microbiota|microbiome
36875518|distant|1508|1509|abstract|AD|DDF|change abundance|1117|1134|abstract|Prevotella pallens|bacteria
36875518|distant|1508|1509|abstract|AD|DDF|change abundance|1171|1184|abstract|gut microbiota|microbiome
34042025|distant|0|7|title|COVID-19|DDF|interact|41|52|title|Mitochondria|chemical
34042025|distant|104|117|abstract|gut microbiome|microbiome|is linked to|122|129|abstract|COVID-19|DDF
31952509|distant|69|82|abstract|gut microbiota|microbiome|is linked to|442|465|abstract|cerebrovascular diseases|DDF
31952509|distant|296|316|abstract|gut-resident bacteria|bacteria|influence|372|392|abstract|cognitive dysfunction|DDF
31952509|distant|296|316|abstract|gut-resident bacteria|bacteria|influence|420|436|abstract|neurodegeneration|DDF
31952509|distant|296|316|abstract|gut-resident bacteria|bacteria|influence|442|465|abstract|cerebrovascular diseases|DDF
31952509|distant|590|600|abstract|metabolites|chemical|influence|681|692|abstract|inflammation|DDF
31952509|distant|590|600|abstract|metabolites|chemical|influence|802|805|abstract|pain|DDF
31952509|distant|606|633|abstract|microbiota-derived molecules|chemical|interact|654|675|abstract|host-derived cytokines|chemical
31952509|distant|606|633|abstract|microbiota-derived molecules|chemical|influence|681|692|abstract|inflammation|DDF
31952509|distant|606|633|abstract|microbiota-derived molecules|chemical|influence|802|805|abstract|pain|DDF
31952509|distant|606|633|abstract|microbiota-derived molecules|chemical|influence|808|817|abstract|depression|DDF
31952509|distant|606|633|abstract|microbiota-derived molecules|chemical|influence|820|826|abstract|anxiety|DDF
31952509|distant|820|826|abstract|anxiety|DDF|is a|773|792|abstract|host brain disorders|DDF
31952509|distant|829|834|abstract|autism|DDF|is a|773|792|abstract|host brain disorders|DDF
31952509|distant|837|856|abstract|Alzheimer's diseases|DDF|is a|773|792|abstract|host brain disorders|DDF
31952509|distant|859|877|abstract|Parkinson's disease|DDF|is a|773|792|abstract|host brain disorders|DDF
31952509|distant|884|889|abstract|stroke|DDF|is a|773|792|abstract|host brain disorders|DDF
36843420|distant|77|102|abstract|inflammatory bowel disease|DDF|affect|105|107|abstract|IBD|DDF
36843420|distant|77|102|abstract|inflammatory bowel disease|DDF|affect|114|141|abstract|neurodegenerative conditions|DDF
36843420|distant|77|102|abstract|inflammatory bowel disease|DDF|target|1144|1167|abstract|IBD and non-IBD patients|human
36843420|distant|105|107|abstract|IBD|DDF|affect|114|141|abstract|neurodegenerative conditions|DDF
36843420|distant|105|107|abstract|IBD|DDF|target|1144|1167|abstract|IBD and non-IBD patients|human
36843420|distant|349|369|abstract|intestinal microbiota|microbiome|is linked to|383|394|abstract|inflammation|DDF
36843420|distant|409|433|abstract|neuromodulatory compounds|chemical|influence|383|394|abstract|inflammation|DDF
36843420|distant|578|580|abstract|IBD|DDF|affect|586|610|abstract|chronic neurodegeneration|DDF
36843420|distant|772|774|abstract|IBD|DDF|affect|781|797|abstract|neurodegeneration|DDF
36843420|distant|772|774|abstract|IBD|DDF|affect|877|893|abstract|Alzheimer disease|DDF
36843420|distant|772|774|abstract|IBD|DDF|affect|896|912|abstract|vascular dementia|DDF
36843420|distant|772|774|abstract|IBD|DDF|affect|939|956|abstract|multiple sclerosis|DDF
36843420|distant|849|851|abstract|IBD|DDF|affect|858|874|abstract|Parkinson disease|DDF
36843420|distant|849|851|abstract|IBD|DDF|affect|877|893|abstract|Alzheimer disease|DDF
36843420|distant|849|851|abstract|IBD|DDF|affect|896|912|abstract|vascular dementia|DDF
36843420|distant|849|851|abstract|IBD|DDF|affect|918|932|abstract|ischemic stroke|DDF
36843420|distant|849|851|abstract|IBD|DDF|affect|939|956|abstract|multiple sclerosis|DDF
36843420|distant|1120|1136|abstract|neurodegeneration|DDF|target|1144|1167|abstract|IBD and non-IBD patients|human
37447374|distant|73|103|title|Western-Diet-Induced Microbiota|microbiome|located in|108|123|title|Aged Female Mice|animal
37447374|distant|957|970|abstract|gut microbiota|microbiome|used by|927|948|abstract|V4 16S rRNA sequencing|biomedical technique
37447374|distant|957|970|abstract|gut microbiota|microbiome|located in|975|1013|abstract|12-month-old WT, KO and HET female mice|animal
37447374|distant|975|1013|abstract|12-month-old WT, KO and HET female mice|animal|used by|927|948|abstract|V4 16S rRNA sequencing|biomedical technique
37447374|distant|1521|1572|abstract|perixome-proliferator-activated-receptor-cofactor-1b|chemical|located in|1599|1615|abstract|prefrontal cortex|anatomical location
38722169|distant|102|109|abstract|Epilepsy|DDF|target|245|261|abstract|epilepsy patients|human
38722169|distant|163|170|abstract|seizures|DDF|affect|102|109|abstract|Epilepsy|DDF
38722169|distant|1252|1256|abstract|drugs|drug|change effect|1269|1293|abstract|NMDA receptor dysfunction|DDF
38722169|distant|1252|1256|abstract|drugs|drug|change effect|1392|1404|abstract|SCN2A disease|DDF
37004759|distant|0|24|title|Gut-derived bacterial LPS|chemical|influence|51|73|title|methamphetamine craving|DDF
37004759|distant|371|384|abstract|gut microbiota|microbiome|used by|292|315|abstract|16S rRNA gene sequencing|biomedical technique
38693730|distant|0|9|title|Probiotics|dietary supplement|influence|15|40|title|Inflammatory Bowel Disease|DDF
38693730|distant|37|62|abstract|inflammatory bowel disease|DDF|target|1109|1120|abstract|IBD patients|human
38693730|distant|65|67|abstract|IBD|DDF|target|1109|1120|abstract|IBD patients|human
38693730|distant|102|126|abstract|intestinal gut microbiota|microbiome|is linked to|178|180|abstract|IBD|DDF
38693730|distant|416|418|abstract|IBD|DDF|target|404|409|abstract|adults|human
38693730|distant|481|495|abstract|Crohn's disease|DDF|target|449|475|abstract|ulcerative colitis patients|human
38693730|distant|885|894|abstract|Probiotics|dietary supplement|influence|954|980|abstract|gastrointestinal malignancy|DDF
38693730|distant|1558|1575|abstract|ulcerative colitis|DDF|affect|1601|1615|abstract|Crohn's disease|DDF
38693730|distant|1601|1615|abstract|Crohn's disease|DDF|affect|1558|1575|abstract|ulcerative colitis|DDF
36235760|distant|251|269|abstract|Parkinson's disease|DDF|is a|197|235|abstract|age-related neurodegenerative disorders|DDF
36235760|distant|272|273|abstract|PD|DDF|is a|197|235|abstract|age-related neurodegenerative disorders|DDF
36235760|distant|584|597|abstract|gut microbiome|microbiome|is linked to|565|581|abstract|neuroinflammation|DDF
33407119|distant|214|234|abstract|intestinal microbiome|microbiome|located in|239|245|abstract|workers|human
27793226|distant|341|354|abstract|mental illness|DDF|target|324|334|abstract|individuals|human
27793226|distant|467|484|abstract|immune dysfunction|DDF|affect|527|540|abstract|mental illness|DDF
38004795|distant|79|93|title|Skin Microbiome|microbiome|is linked to|131|154|title|Chronic Disease Epidemic|DDF
38004795|distant|125|144|abstract|human gut microbiome|microbiome|is linked to|177|190|abstract|human diseases|DDF
38004795|distant|885|916|abstract|dysbiosis of the skin microbiome|DDF|affect|949|961|abstract|skin diseases|DDF
38004795|distant|885|916|abstract|dysbiosis of the skin microbiome|DDF|affect|1082|1089|abstract|problems|DDF
38004795|distant|885|916|abstract|dysbiosis of the skin microbiome|DDF|affect|1100|1113|abstract|food allergies|DDF
38004795|distant|885|916|abstract|dysbiosis of the skin microbiome|DDF|affect|1116|1121|abstract|asthma|DDF
38004795|distant|885|916|abstract|dysbiosis of the skin microbiome|DDF|affect|1124|1146|abstract|cardiovascular diseases|DDF
38004795|distant|885|916|abstract|dysbiosis of the skin microbiome|DDF|affect|1153|1163|abstract|Parkinson's|DDF
38004795|distant|1211|1217|abstract|Damaged|DDF|affect|1247|1267|abstract|systemic inflammation|DDF
38004795|distant|1211|1217|abstract|Damaged|DDF|affect|1296|1311|abstract|chronic diseases|DDF
38004795|distant|1247|1267|abstract|systemic inflammation|DDF|affect|1296|1311|abstract|chronic diseases|DDF
36571897|distant|16|48|title|3,4-methylenedioxymethamphetamine|drug|change effect|98|125|title|chronic social defeat stress|DDF
36571897|distant|16|48|title|3,4-methylenedioxymethamphetamine|drug|change effect|98|125|title|chronic social defeat stress|DDF
36571897|distant|98|125|title|chronic social defeat stress|DDF|target|87|90|title|mice|animal
36571897|distant|0|32|abstract|3,4-Methylenedioxymethamphetamine|drug|interact|35|38|abstract|MDMA|drug
36571897|distant|0|32|abstract|3,4-Methylenedioxymethamphetamine|drug|change effect|135|164|abstract|post-traumatic stress disorder|DDF
36571897|distant|0|32|abstract|3,4-Methylenedioxymethamphetamine|drug|change effect|135|164|abstract|post-traumatic stress disorder|DDF
36571897|distant|0|32|abstract|3,4-Methylenedioxymethamphetamine|drug|change effect|167|170|abstract|PTSD|DDF
36571897|distant|0|32|abstract|3,4-Methylenedioxymethamphetamine|drug|change effect|167|170|abstract|PTSD|DDF
36571897|distant|0|32|abstract|3,4-Methylenedioxymethamphetamine|drug|administered|206|214|abstract|US adults|human
36571897|distant|0|32|abstract|3,4-Methylenedioxymethamphetamine|drug|administered|566|584|abstract|saline-treated mice|animal
36571897|distant|35|38|abstract|MDMA|drug|change effect|135|164|abstract|post-traumatic stress disorder|DDF
36571897|distant|35|38|abstract|MDMA|drug|change effect|167|170|abstract|PTSD|DDF
36571897|distant|286|295|abstract|depression|DDF|target|206|214|abstract|US adults|human
36571897|distant|419|446|abstract|chronic social defeat stress|DDF|target|403|406|abstract|mice|animal
36571897|distant|419|446|abstract|chronic social defeat stress|DDF|target|566|584|abstract|saline-treated mice|animal
36571897|distant|449|452|abstract|CSDS|DDF|target|403|406|abstract|mice|animal
36571897|distant|449|452|abstract|CSDS|DDF|target|566|584|abstract|saline-treated mice|animal
36571897|distant|456|459|abstract|CSDS|DDF|affect|470|481|abstract|splenomegaly|DDF
36571897|distant|456|459|abstract|CSDS|DDF|affect|484|507|abstract|anhedonia-like phenotype|DDF
36571897|distant|456|459|abstract|CSDS|DDF|interact|538|550|abstract|interleukin-6|chemical
36571897|distant|456|459|abstract|CSDS|DDF|interact|553|556|abstract|IL-6|chemical
36571897|distant|456|459|abstract|CSDS|DDF|target|566|584|abstract|saline-treated mice|animal
36571897|distant|470|481|abstract|splenomegaly|DDF|target|566|584|abstract|saline-treated mice|animal
36571897|distant|484|507|abstract|anhedonia-like phenotype|DDF|target|566|584|abstract|saline-treated mice|animal
36571897|distant|553|556|abstract|IL-6|chemical|located in|566|584|abstract|saline-treated mice|animal
34550085|distant|76|91|title|Major Depression|DDF|target|64|69|title|People|human
34550085|distant|269|282|abstract|gut microbiota|microbiome|is linked to|287|312|abstract|neuropsychiatric disorders|DDF
34550085|distant|364|373|abstract|probiotics|dietary supplement|influence|287|312|abstract|neuropsychiatric disorders|DDF
34550085|distant|902|917|abstract|major depression|DDF|target|890|895|abstract|people|human
34550085|distant|1238|1253|abstract|major depression|DDF|target|1193|1231|abstract|adults aged between 18 and 45 years old|human
34550085|distant|1357|1361|abstract|MET-2|dietary supplement|administered|1312|1319|abstract|Patients|human
34589731|distant|40|53|title|gut microbiota|microbiome|located in|86|89|title|mice|animal
34589731|distant|86|89|title|mice|animal|used by|97|107|title|splenectomy|biomedical technique
34589731|distant|321|346|abstract|depression-like phenotypes|DDF|target|393|402|abstract|adult mice|animal
34589731|distant|375|388|abstract|gut microbiota|microbiome|located in|393|402|abstract|adult mice|animal
34589731|distant|1165|1175|abstract|lactic acid|chemical|produced by|1295|1308|abstract|gut microbiota|microbiome
34589731|distant|1181|1194|abstract|n-butyric acid|chemical|produced by|1295|1308|abstract|gut microbiota|microbiome
37569349|distant|0|28|abstract|Obsessive-compulsive disorder|DDF|is a|54|75|abstract|mental health disorder|DDF
37569349|distant|31|33|abstract|OCD|DDF|is a|54|75|abstract|mental health disorder|DDF
37569349|distant|166|174|abstract|Dysbiosis|DDF|affect|31|33|abstract|OCD|DDF
37569349|distant|166|174|abstract|Dysbiosis|DDF|affect|286|308|abstract|mental health disorders|DDF
37569349|distant|166|174|abstract|Dysbiosis|DDF|affect|311|316|abstract|autism|DDF
37569349|distant|166|174|abstract|Dysbiosis|DDF|affect|323|343|abstract|inflammatory diseases|DDF
37569349|distant|488|496|abstract|dysbiosis|DDF|affect|531|533|abstract|OCD|DDF
37569349|distant|682|695|abstract|gut microbiota|microbiome|is linked to|723|725|abstract|OCD|DDF
37569349|distant|825|833|abstract|dysbiosis|DDF|affect|950|952|abstract|OCD|DDF
37569349|distant|1031|1040|abstract|probiotics|dietary supplement|influence|1067|1069|abstract|OCD|DDF
35393656|distant|4|19|title|human microbiome|microbiome|is linked to|24|30|title|disease|DDF
35393656|distant|4|19|title|human microbiome|microbiome|is linked to|36|44|title|pathology|DDF
35393656|distant|65|85|abstract|bacterial microbiomes|microbiome|is linked to|91|108|abstract|infectious disease|DDF
35393656|distant|641|651|abstract|microbiomes|microbiome|is linked to|815|840|abstract|inflammatory bowel disease|DDF
35393656|distant|641|651|abstract|microbiomes|microbiome|is linked to|843|845|abstract|IBD|DDF
35393656|distant|641|651|abstract|microbiomes|microbiome|is linked to|849|863|abstract|type 2 diabetes|DDF
35393656|distant|641|651|abstract|microbiomes|microbiome|is linked to|866|874|abstract|psoriasis|DDF
35393656|distant|641|651|abstract|microbiomes|microbiome|is linked to|877|895|abstract|Parkinson's disease|DDF
35393656|distant|641|651|abstract|microbiomes|microbiome|is linked to|898|916|abstract|reflux oesophagitis|DDF
35393656|distant|1027|1040|abstract|gut microbiome|microbiome|is linked to|1010|1018|abstract|dysbiosis|DDF
35393656|distant|1342|1350|abstract|Dysbiosis|DDF|affect|1476|1490|abstract|Crohn's disease|DDF
35393656|distant|1342|1350|abstract|Dysbiosis|DDF|affect|1493|1528|abstract|small intestine bacterial overgrowth|DDF
35393656|distant|1342|1350|abstract|Dysbiosis|DDF|affect|1531|1544|abstract|hepatic cancer|DDF
35393656|distant|1342|1350|abstract|Dysbiosis|DDF|affect|1550|1556|abstract|obesity|DDF
35393656|distant|1355|1372|abstract|essential bacteria|bacteria|influence|1493|1528|abstract|small intestine bacterial overgrowth|DDF
35393656|distant|1355|1372|abstract|essential bacteria|bacteria|influence|1531|1544|abstract|hepatic cancer|DDF
35393656|distant|1355|1372|abstract|essential bacteria|bacteria|influence|1550|1556|abstract|obesity|DDF
32485204|distant|0|18|title|Probiotic treatment|dietary supplement|influence|74|92|title|stress responsivity|DDF
32485204|distant|21|62|title|Bifidobacterium longum subsp. longum 35624|bacteria|influence|74|92|title|stress responsivity|DDF
32485204|distant|74|92|title|stress responsivity|DDF|target|97|105|title|male rats|animal
32485204|distant|542|550|abstract|probiotic|dietary supplement|impact|552|593|abstract|Bifidobacterium longum subsp. longum 35624|bacteria
32485204|distant|542|550|abstract|probiotic|dietary supplement|administered|609|628|abstract|male and female rats|animal
32485204|distant|793|816|abstract|depressive-like behavior|DDF|target|683|686|abstract|male|animal
32485204|distant|793|816|abstract|depressive-like behavior|DDF|target|695|720|abstract|female Sprague-Dawley rats|animal
32485204|distant|1278|1284|abstract|B.35624|dietary supplement|influence|1309|1332|abstract|depressive-like behavior|DDF
37007475|distant|41|50|title|microbiota|microbiome|located in|59|76|title|elderly population|human
37007475|distant|76|80|abstract|Aging|DDF|affect|133|155|abstract|mental health disorders|DDF
37007475|distant|176|189|abstract|gut microbiota|microbiome|is linked to|76|80|abstract|Aging|DDF
37007475|distant|176|189|abstract|gut microbiota|microbiome|is linked to|133|155|abstract|mental health disorders|DDF
37007475|distant|404|438|abstract|aging-related physiological changes|DDF|change abundance|451|464|abstract|gut microbiota|microbiome
37007475|distant|451|464|abstract|gut microbiota|microbiome|located in|541|564|abstract|younger and older people|human
37007475|distant|451|464|abstract|gut microbiota|microbiome|used by|952|975|abstract|16S rRNA gene sequencing|biomedical technique
37007475|distant|636|649|abstract|gut microbiota|microbiome|located in|672|685|abstract|elderly people|human
37007475|distant|806|820|abstract|antidepressants|drug|impact|451|464|abstract|gut microbiota|microbiome
37007475|distant|851|858|abstract|insomnia|DDF|target|778|788|abstract|EE|MH group|human
37007475|distant|1054|1083|abstract|intestinal and oral microbiota|microbiome|used by|952|975|abstract|16S rRNA gene sequencing|biomedical technique
37007475|distant|1054|1083|abstract|intestinal and oral microbiota|microbiome|used by|981|1002|abstract|metagenomic sequencing|biomedical technique
37951975|distant|111|118|title|migraine|DDF|target|100|104|title|women|human
37951975|distant|0|7|abstract|Migraine|DDF|is a|14|71|abstract|complex, chronic, and debilitating multifactorial disorder|DDF
37951975|distant|0|7|abstract|Migraine|DDF|target|202|206|abstract|women|human
37951975|distant|0|7|abstract|Migraine|DDF|target|216|218|abstract|men|human
37951975|distant|374|394|abstract|intestinal microbiota|microbiome|located in|502|509|abstract|patients|human
37951975|distant|440|461|abstract|inulin supplementation|dietary supplement|impact|374|394|abstract|intestinal microbiota|microbiome
37951975|distant|750|757|abstract|migraine|DDF|target|739|743|abstract|women|human
37951975|distant|843|847|abstract|women|human|used by|770|828|abstract|randomized, double-blind, placebo-controlled clinical trial|biomedical technique
37951975|distant|854|861|abstract|migraine|DDF|target|843|847|abstract|women|human
37951975|distant|1058|1063|abstract|inulin|dietary supplement|administered|993|1004|abstract|Participants|human
37951975|distant|1058|1063|abstract|inulin|dietary supplement|influence|1259|1266|abstract|headache|DDF
37951975|distant|1118|1129|abstract|maltodextrin|dietary supplement|influence|1259|1266|abstract|headache|DDF
37951975|distant|1259|1266|abstract|headache|DDF|target|1287|1294|abstract|patients|human
37951975|distant|1570|1591|abstract|inulin supplementation|dietary supplement|influence|1716|1723|abstract|migraine|DDF
37951975|distant|1716|1723|abstract|migraine|DDF|target|1705|1709|abstract|women|human
38648770|distant|12|25|title|Gut Microbiome|microbiome|is linked to|72|88|title|Synucleinopathies|DDF
38648770|distant|12|25|title|Gut Microbiome|microbiome|is linked to|72|88|title|Synucleinopathies|DDF
38648770|distant|31|48|title|Bacterial Amyloids|microbiome|is linked to|72|88|title|Synucleinopathies|DDF
38648770|distant|114|127|abstract|gut microbiota|microbiome|is linked to|148|170|abstract|human synucleinopathies|DDF
