pmid|annotator|subject_label|predicate|object_label
29867531|distant|chemical|located in|anatomical location
29867531|distant|microbiome|is linked to|chemical
36283312|distant|drug|administered|animal
36283312|distant|drug|change effect|DDF
36283312|distant|chemical|influence|DDF
36283312|distant|drug|influence|DDF
36283312|distant|DDF|target|human
36283312|distant|drug|affect|DDF
36283312|distant|DDF|is a|DDF
36283312|distant|drug|located in|animal
36283312|distant|drug|impact|microbiome
34034646|distant|microbiome|used by|biomedical technique
33671569|distant|microbiome|is linked to|DDF
33671569|distant|DDF|change abundance|microbiome
34050205|distant|microbiome|located in|anatomical location
34050205|distant|anatomical location|located in|animal
34050205|distant|DDF|is a|DDF
34050205|distant|microbiome|located in|animal
34050205|distant|drug|impact|microbiome
34050205|distant|chemical|located in|animal
33490703|distant|dietary supplement|influence|DDF
33490703|distant|dietary supplement|administered|human
30781628|distant|microbiome|is linked to|DDF
30781628|distant|DDF|is a|DDF
34338703|distant|dietary supplement|impact|microbiome
34338703|distant|microbiome|located in|human
34338703|distant|DDF|target|human
35307514|distant|microbiome|is linked to|DDF
35307514|distant|microbiome|located in|human
35307514|distant|DDF|is linked to|DDF
35307514|distant|DDF|target|human
35307514|distant|DDF|affect|DDF
35307514|distant|DDF|is a|DDF
34888340|distant|DDF|is a|DDF
34888340|distant|DDF|target|human
35032636|distant|DDF|strike|anatomical location
35032636|distant|DDF|change abundance|microbiome
35032636|distant|DDF|affect|DDF
35032636|distant|chemical|located in|anatomical location
35032636|distant|DDF|is a|DDF
35032636|distant|anatomical location|is linked to|DDF
38014294|distant|chemical|impact|bacteria
38014294|distant|microbiome|used by|biomedical technique
38014294|distant|drug|impact|microbiome
37597865|distant|human|used by|biomedical technique
37597865|distant|DDF|change abundance|microbiome
37597865|distant|DDF|target|human
38565567|distant|chemical|influence|microbiome
38565567|distant|microbiome|is linked to|DDF
38565567|distant|chemical|influence|DDF
38565567|distant|chemical|impact|microbiome
38565567|distant|chemical|located in|anatomical location
38565567|distant|DDF|is a|DDF
37016046|distant|dietary supplement|influence|DDF
37016046|distant|dietary supplement|administered|animal
37016046|distant|drug|administered|animal
37016046|distant|dietary supplement|change effect|DDF
37016046|distant|microbiome|located in|animal
37016046|distant|animal|used by|DDF
37016046|distant|bacteria|influence|DDF
32224141|distant|drug|administered|animal
32224141|distant|drug|change effect|DDF
32224141|distant|DDF|target|human
32224141|distant|drug|influence|DDF
32224141|distant|drug|administered|human
35185631|distant|microbiome|is linked to|DDF
34617139|distant|bacteria|influence|animal
34617139|distant|dietary supplement|influence|DDF
34617139|distant|bacteria|influence|chemical
34617139|distant|microbiome|affect|DDF
34617139|distant|chemical|produced by|microbiome
34617139|distant|DDF|change abundance|microbiome
34617139|distant|chemical|influence|DDF
34617139|distant|chemical|administered|animal
34617139|distant|DDF|is a|DDF
34617139|distant|microbiome|used by|biomedical technique
34617139|distant|microbiome|located in|animal
34617139|distant|chemical|influence|animal
34617139|distant|bacteria|influence|DDF
34617139|distant|DDF|target|animal
34357070|distant|dietary supplement|influence|DDF
34357070|distant|DDF|affect|human
34357070|distant|DDF|target|human
34357070|distant|DDF|affect|DDF
34357070|distant|human|target|human
34357070|distant|dietary supplement|administered|human
34357070|distant|bacteria|influence|DDF
34357070|distant|bacteria|is linked to|DDF
32056905|distant|microbiome|is linked to|DDF
32056905|distant|DDF|target|human
32056905|distant|bacteria|part of|microbiome
32056905|distant|human|used by|biomedical technique
32056905|distant|microbiome|used by|biomedical technique
36430144|distant|microbiome|is linked to|DDF
36430144|distant|DDF|change abundance|bacteria
36430144|distant|DDF|is a|DDF
36430144|distant|DDF|affect|DDF
36769029|distant|food|influence|DDF
36769029|distant|dietary supplement|influence|DDF
36769029|distant|DDF|is a|DDF
37557965|distant|biomedical technique|influence|DDF
37557965|distant|bacteria|influence|DDF
37557965|distant|microbiome|is linked to|DDF
37761988|distant|microbiome|is linked to|DDF
37761988|distant|DDF|target|human
37761988|distant|DDF|affect|DDF
36972851|distant|microbiome|is linked to|DDF
36972851|distant|microbiome|located in|anatomical location
36972851|distant|chemical|influence|DDF
36972851|distant|bacteria|located in|animal
36972851|distant|chemical|located in|anatomical location
36972851|distant|microbiome|located in|animal
36972851|distant|DDF|target|animal
34965376|distant|chemical|influence|DDF
34965376|distant|microbiome|is linked to|DDF
34965376|distant|DDF|target|human
25415497|distant|food|influence|DDF
25415497|distant|microbiome|is linked to|DDF
25415497|distant|dietary supplement|influence|DDF
25415497|distant|DDF|affect|DDF
36542917|distant|microbiome|is linked to|DDF
36542917|distant|DDF|affect|DDF
36542917|distant|DDF|is a|DDF
36542917|distant|bacteria|influence|DDF
36542917|distant|bacteria|is linked to|DDF
34835436|distant|dietary supplement|impact|microbiome
34835436|distant|microbiome|is linked to|DDF
34835436|distant|dietary supplement|influence|DDF
34830242|distant|drug|influence|DDF
34830242|distant|DDF|affect|DDF
37994886|distant|microbiome|is linked to|DDF
37994886|distant|microbiome|located in|anatomical location
30223263|distant|dietary supplement|impact|microbiome
30223263|distant|microbiome|is linked to|DDF
30223263|distant|DDF|target|human
30223263|distant|DDF|affect|DDF
25567038|distant|microbiome|is linked to|DDF
25567038|distant|dietary supplement|influence|DDF
25567038|distant|DDF|is a|DDF
25567038|distant|DDF|target|human
31609697|distant|DDF|strike|anatomical location
31609697|distant|chemical|influence|anatomical location
31609697|distant|chemical|influence|DDF
31609697|distant|DDF|target|human
31609697|distant|DDF|affect|DDF
31609697|distant|anatomical location|located in|human
31609697|distant|chemical|located in|anatomical location
31609697|distant|anatomical location|is linked to|DDF
31870331|distant|microbiome|is linked to|DDF
31870331|distant|dietary supplement|influence|DDF
31870331|distant|microbiome|located in|human
31870331|distant|dietary supplement|change effect|DDF
31870331|distant|DDF|target|human
31870331|distant|dietary supplement|impact|microbiome
31870331|distant|human|used by|biomedical technique
32046750|distant|microbiome|is linked to|DDF
32046750|distant|dietary supplement|influence|DDF
32046750|distant|DDF|target|human
32046750|distant|DDF|affect|DDF
32046750|distant|dietary supplement|administered|human
32046750|distant|dietary supplement|impact|microbiome
37237983|distant|DDF|target|human
37237983|distant|DDF|affect|DDF
37548294|distant|microbiome|located in|human
37548294|distant|microbiome|is linked to|DDF
37548294|distant|DDF|target|human
34079079|distant|microbiome|located in|human
34079079|distant|microbiome|is linked to|DDF
38488514|distant|microbiome|is linked to|DDF
38488514|distant|chemical|produced by|microbiome
38488514|distant|chemical|influence|DDF
38488514|distant|DDF|target|human
38488514|distant|chemical|impact|microbiome
38488514|distant|chemical|located in|anatomical location
38488514|distant|microbiome|located in|animal
38488514|distant|chemical|influence|chemical
38488514|distant|DDF|target|animal
38488514|distant|anatomical location|located in|animal
38488514|distant|chemical|change effect|DDF
32456274|distant|DDF|strike|anatomical location
32456274|distant|chemical|influence|DDF
36875518|distant|microbiome|located in|human
36875518|distant|microbiome|used by|statistical technique
36875518|distant|human|change abundance|bacteria
36875518|distant|human|change abundance|microbiome
36875518|distant|DDF|change abundance|bacteria
36875518|distant|DDF|target|human
36875518|distant|DDF|affect|DDF
36875518|distant|DDF|change abundance|microbiome
36875518|distant|DDF|influence|DDF
36875518|distant|human|used by|biomedical technique
36875518|distant|microbiome|used by|biomedical technique
34042025|distant|DDF|affect|chemical
34042025|distant|microbiome|is linked to|DDF
31952509|distant|microbiome|is linked to|DDF
31952509|distant|chemical|influence|DDF
31952509|distant|DDF|is a|DDF
31952509|distant|chemical|influence|chemical
31952509|distant|bacteria|influence|DDF
36843420|distant|chemical|influence|DDF
36843420|distant|microbiome|is linked to|DDF
36843420|distant|DDF|target|human
36843420|distant|DDF|affect|DDF
37447374|distant|gene|impact|microbiome
37447374|distant|animal|used by|biomedical technique
37447374|distant|chemical|located in|anatomical location
37447374|distant|microbiome|located in|animal
37447374|distant|microbiome|used by|biomedical technique
38722169|distant|drug|influence|DDF
38722169|distant|DDF|target|human
38722169|distant|DDF|affect|DDF
37004759|distant|microbiome|used by|biomedical technique
37004759|distant|chemical|influence|DDF
38693730|distant|microbiome|is linked to|DDF
38693730|distant|dietary supplement|influence|DDF
38693730|distant|DDF|target|human
38693730|distant|DDF|influence|DDF
38693730|distant|DDF|influence|dietary supplement
36235760|distant|microbiome|is linked to|DDF
36235760|distant|DDF|is a|DDF
33407119|distant|microbiome|located in|human
33407119|distant|human|change abundance|bacteria
27793226|distant|DDF|target|human
27793226|distant|DDF|affect|DDF
38004795|distant|microbiome|is linked to|DDF
38004795|distant|DDF|affect|DDF
36571897|distant|drug|administered|animal
36571897|distant|drug|change effect|DDF
36571897|distant|microbiome|located in|human
36571897|distant|drug|change effect|drug
36571897|distant|drug|influence|DDF
36571897|distant|DDF|target|human
36571897|distant|DDF|affect|DDF
36571897|distant|DDF|interact|chemical
36571897|distant|chemical|located in|human
36571897|distant|drug|administered|human
36571897|distant|DDF|target|animal
36571897|distant|chemical|located in|animal
34550085|distant|microbiome|is linked to|DDF
34550085|distant|dietary supplement|influence|DDF
34550085|distant|DDF|target|human
34550085|distant|dietary supplement|administered|human
34589731|distant|chemical|produced by|microbiome
34589731|distant|DDF|target|animal
34589731|distant|animal|used by|biomedical technique
34589731|distant|microbiome|located in|animal
37569349|distant|microbiome|is linked to|DDF
37569349|distant|dietary supplement|influence|DDF
37569349|distant|DDF|is a|DDF
37569349|distant|DDF|affect|DDF
35393656|distant|bacteria|influence|DDF
35393656|distant|microbiome|is linked to|DDF
35393656|distant|DDF|affect|DDF
32485204|distant|dietary supplement|influence|DDF
32485204|distant|dietary supplement|administered|animal
32485204|distant|dietary supplement|impact|bacteria
32485204|distant|bacteria|influence|DDF
32485204|distant|DDF|target|animal
37007475|distant|microbiome|is linked to|DDF
37007475|distant|microbiome|located in|human
37007475|distant|DDF|change abundance|microbiome
37007475|distant|DDF|target|human
37007475|distant|DDF|affect|DDF
37007475|distant|microbiome|used by|biomedical technique
37007475|distant|drug|impact|microbiome
37951975|distant|dietary supplement|influence|DDF
37951975|distant|microbiome|located in|human
37951975|distant|DDF|target|human
37951975|distant|DDF|is a|DDF
37951975|distant|dietary supplement|administered|human
37951975|distant|dietary supplement|impact|microbiome
37951975|distant|human|used by|biomedical technique
38648770|distant|microbiome|influence|DDF
38648770|distant|microbiome|is linked to|DDF
38648770|distant|DDF|change abundance|bacteria
38648770|distant|DDF|change abundance|microbiome
38648770|distant|DDF|target|human
25847918|distant|chemical|produced by|microbiome
25847918|distant|DDF|target|human
25847918|distant|DDF|affect|DDF
25847918|distant|chemical|produced by|anatomical location
25847918|distant|chemical|impact|microbiome
25847918|distant|chemical|located in|anatomical location
25847918|distant|animal|produced by|microbiome
25847918|distant|DDF|is a|DDF
25847918|distant|bacteria|produced by|microbiome
25847918|distant|anatomical location|located in|animal
36502554|distant|microbiome|is linked to|DDF
36502554|distant|drug|impact|microbiome
36502554|distant|DDF|target|human
36502554|distant|drug|influence|DDF
38627687|distant|chemical|impact|microbiome
38627687|distant|human|used by|biomedical technique
38627687|distant|DDF|target|human
35057561|distant|microbiome|is linked to|DDF
35057561|distant|DDF|change abundance|microbiome
35057561|distant|DDF|affect|DDF
34440563|distant|chemical|influence|DDF
34440563|distant|drug|influence|DDF
34440563|distant|DDF|target|human
34440563|distant|DDF|affect|DDF
36937822|distant|chemical|administered|human
36937822|distant|chemical|influence|DDF
36937822|distant|DDF|target|human
36937822|distant|DDF|affect|DDF
37956855|distant|bacteria|located in|human
37956855|distant|anatomical location|located in|animal
37956855|distant|drug|impact|bacteria
37956855|distant|drug|change effect|DDF
37956855|distant|microbiome|located in|human
37956855|distant|DDF|target|human
37956855|distant|drug|influence|DDF
37956855|distant|chemical|located in|anatomical location
37956855|distant|drug|target|animal
37956855|distant|drug|administered|human
37956855|distant|DDF|target|animal
37956855|distant|chemical|located in|animal
38589422|distant|microbiome|influence|DDF
38589422|distant|microbiome|is linked to|DDF
38589422|distant|microbiome|located in|human
38589422|distant|DDF|target|human
38589422|distant|DDF|affect|DDF
38589422|distant|DDF|is a|DDF
38589422|distant|microbiome|located in|animal
38589422|distant|microbiome|used by|biomedical technique
38589422|distant|DDF|target|animal
38589422|distant|anatomical location|located in|animal
37709081|distant|gene|influence|DDF
37709081|distant|DDF|target|animal
37709081|distant|DDF|is a|DDF
37709081|distant|chemical|influence|DDF
38332676|distant|drug|administered|animal
38332676|distant|DDF|target|animal
38332676|distant|DDF|affect|DDF
38332676|distant|drug|influence|DDF
38332676|distant|microbiome|used by|biomedical technique
38332676|distant|drug|impact|microbiome
38332676|distant|anatomical location|located in|animal
34829694|distant|microbiome|is linked to|DDF
34829694|distant|dietary supplement|influence|DDF
34829694|distant|dietary supplement|administered|animal
34829694|distant|dietary supplement|change effect|DDF
34829694|distant|animal|used by|biomedical technique
34829694|distant|DDF|affect|DDF
34829694|distant|dietary supplement|impact|microbiome
34829694|distant|microbiome|used by|biomedical technique
34829694|distant|DDF|target|animal
36593394|distant|microbiome|is linked to|drug
36593394|distant|biomedical technique|target|human
36593394|distant|DDF|target|human
37690584|distant|chemical|influence|DDF
37690584|distant|dietary supplement|influence|DDF
37690584|distant|microbiome|located in|animal
37690584|distant|DDF|affect|DDF
33919680|distant|microbiome|located in|anatomical location
38582087|distant|chemical|influence|DDF
38582087|distant|DDF|target|human
38582087|distant|chemical|impact|bacteria
38582087|distant|bacteria|influence|DDF
38582087|distant|DDF|target|animal
35711028|distant|microbiome|is linked to|DDF
35711028|distant|DDF|is a|DDF
35711028|distant|DDF|target|human
35711028|distant|DDF|affect|DDF
28195358|distant|anatomical location|used by|biomedical technique
28195358|distant|microbiome|is linked to|DDF
28195358|distant|DDF|target|human
28195358|distant|DDF|affect|DDF
28195358|distant|human|used by|biomedical technique
32149335|distant|microbiome|is linked to|DDF
32149335|distant|microbiome|located in|anatomical location
37199590|distant|microbiome|is linked to|DDF
37199590|distant|microbiome|located in|human
37199590|distant|DDF|target|human
37199590|distant|DDF|affect|DDF
37199590|distant|microbiome|located in|animal
35656540|distant|microbiome|is linked to|DDF
35656540|distant|DDF|target|human
35656540|distant|DDF|affect|DDF
38248533|distant|microbiome|located in|human
38248533|distant|DDF|target|human
38248533|distant|human|used by|biomedical technique
38248533|distant|microbiome|used by|biomedical technique
38248533|distant|DDF|impact|microbiome
33067279|distant|dietary supplement|influence|DDF
33067279|distant|dietary supplement|change effect|DDF
33067279|distant|DDF|target|human
33067279|distant|dietary supplement|administered|human
33005892|distant|microbiome|is linked to|DDF
33005892|distant|microbiome|located in|anatomical location
33005892|distant|microbiome|located in|human
33005892|distant|DDF|target|human
33005892|distant|DDF|affect|DDF
33005892|distant|human|used by|biomedical technique
33005892|distant|microbiome|used by|biomedical technique
33005892|distant|DDF|target|animal
35189807|distant|drug|influence|DDF
35189807|distant|chemical|located in|anatomical location
35189807|distant|DDF|is a|DDF
35189807|distant|drug|influence|chemical
35189807|distant|drug|impact|microbiome
35189807|distant|anatomical location|located in|animal
34841505|distant|human|used by|biomedical technique
34841505|distant|DDF|target|human
34841505|distant|DDF|affect|DDF
34280457|distant|microbiome|is linked to|DDF
34280457|distant|microbiome|located in|human
34280457|distant|DDF|change abundance|microbiome
34280457|distant|chemical|influence|DDF
34280457|distant|chemical|impact|microbiome
34280457|distant|microbiome|located in|animal
34280457|distant|dietary supplement|impact|microbiome
28536926|distant|microbiome|is linked to|DDF
28536926|distant|microbiome|located in|human
28536926|distant|DDF|change abundance|bacteria
28536926|distant|DDF|target|human
28536926|distant|human|used by|biomedical technique
28536926|distant|microbiome|is linked to|human
37375029|distant|microbiome|is linked to|DDF
37375029|distant|dietary supplement|influence|DDF
37375029|distant|DDF|affect|DDF
37375029|distant|DDF|is a|DDF
37375029|distant|dietary supplement|is linked to|DDF
37046334|distant|drug|target|human
37046334|distant|microbiome|located in|human
37046334|distant|DDF|target|anatomical location
37046334|distant|DDF|target|human
37046334|distant|biomedical technique|influence|DDF
37046334|distant|dietary supplement|impact|microbiome
37046334|distant|human|used by|biomedical technique
37046334|distant|drug|administered|human
37046334|distant|drug|impact|microbiome
37046334|distant|anatomical location|target|human
34650506|distant|microbiome|influence|DDF
34650506|distant|microbiome|is linked to|DDF
34650506|distant|DDF|is a|DDF
34650506|distant|DDF|affect|DDF
38350544|distant|chemical|impact|microbiome
38350544|distant|chemical|influence|DDF
37989444|distant|gene|influence|chemical
37989444|distant|DDF|change abundance|microbiome
37989444|distant|chemical|influence|DDF
34376593|distant|bacteria|influence|DDF
34376593|distant|microbiome|is linked to|DDF
34376593|distant|dietary supplement|influence|DDF
34376593|distant|microbiome|located in|anatomical location
33422641|distant|drug|change effect|DDF
33422641|distant|chemical|located in|anatomical location
33422641|distant|microbiome|located in|animal
33422641|distant|DDF|target|animal
33422641|distant|anatomical location|located in|animal
35443740|distant|microbiome|is linked to|DDF
35443740|distant|DDF|is a|DDF
35443740|distant|DDF|affect|DDF
37239020|distant|gene|administered|human
37239020|distant|microbiome|located in|human
37239020|distant|DDF|target|human
37239020|distant|chemical|influence|DDF
37239020|distant|DDF|affect|DDF
38458803|distant|DDF|target|human
32093762|distant|human|used by|biomedical technique
38176929|distant|microbiome|is linked to|DDF
38176929|distant|microbiome|located in|anatomical location
38176929|distant|microbiome|located in|human
38176929|distant|chemical|influence|DDF
38176929|distant|DDF|target|human
38176929|distant|DDF|affect|DDF
38176929|distant|DDF|is a|DDF
33428888|distant|DDF|is a|DDF
33428888|distant|chemical|influence|DDF
38436218|distant|chemical|located in|microbiome
29276734|distant|microbiome|is linked to|DDF
38700338|distant|microbiome|located in|human
38700338|distant|DDF|change abundance|bacteria
38700338|distant|DDF|change abundance|microbiome
38700338|distant|DDF|target|human
38700338|distant|DDF|affect|DDF
38700338|distant|DDF|change effect|DDF
38700338|distant|human|used by|biomedical technique
35477134|distant|drug|impact|microbiome
35477134|distant|dietary supplement|change effect|DDF
35477134|distant|drug|impact|animal
35477134|distant|microbiome|located in|animal
35477134|distant|microbiome|used by|biomedical technique
35477134|distant|DDF|target|animal
32982910|distant|microbiome|is linked to|DDF
32982910|distant|DDF|affect|DDF
32566740|distant|microbiome|is linked to|DDF
32566740|distant|DDF|strike|anatomical location
32566740|distant|DDF|change abundance|bacteria
32566740|distant|DDF|change abundance|microbiome
32566740|distant|DDF|affect|DDF
31273718|distant|microbiome|is linked to|DDF
31273718|distant|DDF|is a|DDF
31273718|distant|DDF|target|human
31273718|distant|DDF|affect|DDF
31812830|distant|microbiome|is linked to|DDF
30532687|distant|microbiome|is linked to|DDF
30532687|distant|DDF|affect|DDF
37228982|distant|dietary supplement|influence|DDF
37228982|distant|DDF|target|human
37228982|distant|microbiome|located in|animal
34589003|distant|DDF|change abundance|gene
34589003|distant|microbiome|is linked to|DDF
34589003|distant|DDF|change abundance|bacteria
34589003|distant|DDF|target|human
34589003|distant|human|used by|biomedical technique
34589003|distant|microbiome|used by|biomedical technique
37659269|distant|microbiome|is linked to|DDF
37659269|distant|animal|used by|biomedical technique
37659269|distant|DDF|target|human
37659269|distant|DDF|affect|DDF
37659269|distant|chemical|influence|DDF
37659269|distant|microbiome|located in|animal
37659269|distant|DDF|target|animal
37659269|distant|chemical|located in|animal
37181872|distant|microbiome|is linked to|DDF
37181872|distant|DDF|change abundance|microbiome
26810963|distant|food|influence|DDF
26810963|distant|dietary supplement|influence|DDF
26810963|distant|DDF|target|human
26810963|distant|dietary supplement|administered|human
26810963|distant|dietary supplement|impact|microbiome
37619773|distant|microbiome|is linked to|DDF
37619773|distant|chemical|affect|DDF
37619773|distant|DDF|target|human
37619773|distant|chemical|influence|DDF
37619773|distant|chemical|located in|human
31341063|distant|anatomical location|used by|biomedical technique
31341063|distant|animal|used by|biomedical technique
31341063|distant|gene|located in|anatomical location
31341063|distant|chemical|located in|anatomical location
31341063|distant|microbiome|located in|animal
31341063|distant|gene|located in|animal
31341063|distant|anatomical location|located in|animal
36389228|distant|DDF|is a|DDF
36389228|distant|microbiome|is linked to|DDF
36389228|distant|microbiome|located in|anatomical location
36389228|distant|DDF|target|human
36750613|distant|bacteria|located in|human
36750613|distant|microbiome|is linked to|DDF
36750613|distant|DDF|strike|anatomical location
36750613|distant|biomedical technique|target|human
36750613|distant|microbiome|located in|human
36750613|distant|DDF|change abundance|bacteria
36750613|distant|DDF|target|human
36750613|distant|human|target|human
34853754|distant|microbiome|is linked to|DDF
34853754|distant|DDF|affect|human
34853754|distant|DDF|target|human
34853754|distant|DDF|affect|DDF
34853754|distant|DDF|is a|DDF
36877601|distant|microbiome|is linked to|DDF
36877601|distant|dietary supplement|administered|animal
36877601|distant|chemical|influence|DDF
36877601|distant|DDF|affect|DDF
36877601|distant|chemical|impact|microbiome
36877601|distant|dietary supplement|impact|microbiome
26590418|distant|microbiome|located in|human
26590418|distant|DDF|affect|DDF
38613114|distant|DDF|affect|DDF
36672595|distant|chemical|produced by|microbiome
36672595|distant|chemical|influence|DDF
36672595|distant|DDF|affect|DDF
36672595|distant|chemical|impact|microbiome
36672595|distant|DDF|is a|DDF
33669008|distant|microbiome|is linked to|DDF
33669008|distant|chemical|influence|DDF
33669008|distant|DDF|target|human
32799901|distant|chemical|located in|anatomical location
32799901|distant|microbiome|used by|biomedical technique
32799901|distant|microbiome|located in|animal
32799901|distant|bacteria|influence|DDF
32799901|distant|DDF|target|animal
32799901|distant|anatomical location|located in|animal
33087991|distant|microbiome|is linked to|DDF
33087991|distant|DDF|target|human
38007616|distant|drug|influence|DDF
38007616|distant|dietary supplement|influence|DDF
38007616|distant|DDF|affect|DDF
31931033|distant|microbiome|is linked to|DDF
31931033|distant|dietary supplement|influence|DDF
31931033|distant|dietary supplement|administered|animal
31931033|distant|gene|located in|animal
31931033|distant|dietary supplement|change effect|DDF
31931033|distant|animal|used by|biomedical technique
31931033|distant|food|administered|animal
31931033|distant|DDF|is a|DDF
31931033|distant|dietary supplement|impact|bacteria
31931033|distant|bacteria|influence|DDF
31931033|distant|bacteria|used by|biomedical technique
31931033|distant|DDF|target|animal
33717189|distant|microbiome|influence|DDF
33717189|distant|DDF|is linked to|DDF
33717189|distant|chemical|influence|DDF
33717189|distant|chemical|impact|bacteria
33717189|distant|DDF|influence|DDF
30611275|distant|dietary supplement|administered|human
37836654|distant|microbiome|is linked to|DDF
37836654|distant|dietary supplement|influence|DDF
37836654|distant|microbiome|located in|human
37836654|distant|chemical|influence|DDF
37836654|distant|DDF|target|human
37836654|distant|DDF|is a|DDF
37836654|distant|microbiome|located in|animal
37836654|distant|DDF|target|animal
26092111|distant|bacteria|influence|DDF
26092111|distant|microbiome|is linked to|DDF
26092111|distant|DDF|influence|DDF
26092111|distant|DDF|affect|DDF
34171417|distant|bacteria|influence|DDF
34171417|distant|microbiome|is linked to|DDF
33918462|distant|microbiome|is linked to|biomedical technique
33918462|distant|microbiome|is linked to|DDF
38390241|distant|chemical|impact|microbiome
38390241|distant|microbiome|is linked to|DDF
38390241|distant|DDF|is a|DDF
38390241|distant|chemical|influence|DDF
32534583|distant|DDF|is a|DDF
32534583|distant|DDF|target|human
32534583|distant|DDF|affect|DDF
36871911|distant|DDF|target|human
37927277|distant|chemical|influence|DDF
35055364|distant|microbiome|is linked to|DDF
35055364|distant|DDF|is a|DDF
35055364|distant|DDF|target|human
38317780|distant|anatomical location|located in|animal
38317780|distant|microbiome|located in|animal
37218177|distant|dietary supplement|influence|DDF
37218177|distant|DDF|target|microbiome
37218177|distant|microbiome|located in|human
37218177|distant|DDF|target|human
37218177|distant|dietary supplement|administered|human
37218177|distant|dietary supplement|impact|microbiome
36466165|distant|microbiome|influence|DDF
36466165|distant|microbiome|is linked to|DDF
31859119|distant|microbiome|used by|drug
31859119|distant|microbiome|is linked to|DDF
31859119|distant|drug|change effect|DDF
31859119|distant|DDF|change abundance|microbiome
31859119|distant|DDF|target|human
31859119|distant|DDF|affect|DDF
31859119|distant|drug|influence|DDF
31859119|distant|DDF|influence|DDF
31859119|distant|drug|impact|microbiome
33252574|distant|dietary supplement|impact|microbiome
33252574|distant|microbiome|is linked to|DDF
33252574|distant|DDF|is a|DDF
37391847|distant|human|used by|biomedical technique
37391847|distant|microbiome|is linked to|DDF
37391847|distant|DDF|change abundance|microbiome
37391847|distant|human|used by|statistical technique
37686747|distant|dietary supplement|impact|microbiome
37686747|distant|dietary supplement|influence|DDF
37686747|distant|DDF|affect|DDF
34869080|distant|microbiome|is linked to|DDF
34869080|distant|microbiome|used by|statistical technique
34869080|distant|DDF|change abundance|bacteria
34869080|distant|DDF|change abundance|microbiome
34869080|distant|DDF|target|human
34869080|distant|DDF|affect|DDF
34869080|distant|human|used by|biomedical technique
34869080|distant|microbiome|used by|biomedical technique
37962812|distant|dietary supplement|influence|DDF
37962812|distant|microbiome|located in|human
37962812|distant|DDF|change abundance|microbiome
37962812|distant|DDF|target|human
37962812|distant|human|target|human
37962812|distant|drug|impact|microbiome
38357211|distant|microbiome|is linked to|DDF
38357211|distant|DDF|affect|DDF
38357211|distant|DDF|is a|DDF
38357211|distant|microbiome|located in|animal
38357211|distant|DDF|target|animal
32032668|distant|anatomical location|is linked to|DDF
32032668|distant|DDF|target|human
31356838|distant|DDF|target|human
31356838|distant|DDF|affect|DDF
38381349|distant|bacteria|influence|DDF
38381349|distant|microbiome|used by|biomedical technique
38381349|distant|DDF|target|human
38381349|distant|dietary supplement|administered|human
38660662|distant|bacteria|influence|DDF
38660662|distant|microbiome|is linked to|DDF
38226944|distant|microbiome|located in|human
38226944|distant|microbiome|is linked to|DDF
38226944|distant|DDF|change abundance|microbiome
38226944|distant|DDF|affect|DDF
38106100|distant|microbiome|is linked to|DDF
38106100|distant|bacteria|is linked to|DDF
38020771|distant|dietary supplement|impact|microbiome
38020771|distant|human|used by|biomedical technique
38020771|distant|microbiome|is linked to|DDF
38020771|distant|DDF|target|human
33488420|distant|microbiome|is linked to|DDF
37340511|distant|microbiome|is linked to|DDF
37340511|distant|dietary supplement|influence|DDF
37340511|distant|microbiome|located in|human
37340511|distant|DDF|change abundance|microbiome
37340511|distant|DDF|target|human
37340511|distant|DDF|affect|DDF
37340511|distant|DDF|is a|DDF
30499231|distant|dietary supplement|influence|DDF
30499231|distant|DDF|target|human
30499231|distant|DDF|affect|DDF
30499231|distant|DDF|is a|DDF
30499231|distant|dietary supplement|administered|human
32062351|distant|bacteria|influence|DDF
32062351|distant|drug|impact|bacteria
32062351|distant|DDF|change abundance|bacteria
32062351|distant|drug|impact|microbiome
30894059|distant|microbiome|is linked to|DDF
30894059|distant|microbiome|located in|human
30894059|distant|DDF|change abundance|bacteria
30894059|distant|DDF|change abundance|microbiome
30894059|distant|DDF|target|human
30894059|distant|DDF|affect|DDF
30894059|distant|human|used by|biomedical technique
37049619|distant|bacteria|located in|human
37049619|distant|microbiome|is linked to|DDF
37049619|distant|microbiome|located in|human
37049619|distant|DDF|target|human
37049619|distant|bacteria|target|human
37049619|distant|DDF|is a|DDF
37049619|distant|human|used by|biomedical technique
36650572|distant|microbiome|is linked to|DDF
36650572|distant|DDF|affect|DDF
38649365|distant|microbiome|is linked to|DDF
38649365|distant|food|administered|human
38649365|distant|microbiome|located in|human
38649365|distant|DDF|target|human
38649365|distant|food|impact|microbiome
38649365|distant|human|used by|biomedical technique
38649365|distant|microbiome|used by|biomedical technique
31954994|distant|DDF|target|human
31954994|distant|drug|influence|DDF
31954994|distant|DDF|affect|DDF
31954994|distant|chemical|located in|anatomical location
31954994|distant|DDF|is a|DDF
36376318|distant|human|used by|biomedical technique
36376318|distant|microbiome|is linked to|DDF
36376318|distant|DDF|strike|anatomical location
36376318|distant|human|used by|statistical technique
35145822|distant|food|influence|DDF
35145822|distant|microbiome|is linked to|DDF
35145822|distant|DDF|target|human
35145822|distant|DDF|affect|DDF
35145822|distant|human|influence|DDF
31275138|distant|DDF|strike|anatomical location
31275138|distant|DDF|target|human
