pmid|annotator|subject_text_span|subject_label|predicate|object_text_span|object_label
37193253|expert_2|Anxiety Disorders|DDF|target|Primary Sjögren's Syndrome-Mediated Dry Eye Patients|human
37193253|expert_2|Main gut microbiota alterations|DDF|affect|pSS-mediated dry eye|DDF
37193253|expert_2|anxiety|DDF|affect|pSS|DDF
37193253|expert_2|patients|human|used by|16S ribosomal RNA gene sequencing|biomedical technique
37193253|expert_2|gut microbiota|microbiome|is linked to|ocular conditions|DDF
37193253|expert_2|Bacteroidetes|bacteria|influence|pSS|DDF
37193253|expert_2|ocular conditions|DDF|affect|pSS|DDF
37193253|expert_2|Main gut microbiota alterations|DDF|affect|anxiety|DDF
37193253|expert_2|gut microbiota|microbiome|is linked to|anxiety disorder|DDF
37193253|expert_2|Prevotella|bacteria|influence|Dry eye discomfort|DDF
37193253|expert_2|Primary Sjögren's syndrome|DDF|is a|psychological disorders|DDF
33505487|expert_7|cytokines|chemical|located in|CFC patients|human
33505487|expert_7|Pseudobutyrivibrio|bacteria|located in|experiment group|human
33505487|expert_7|cytokines|chemical|impact|Pseudobutyrivibrio|bacteria
33505487|expert_7|Gut Microbiome|microbiome|located in|Functional Constipation Patients|human
33505487|expert_7|CFC|DDF|target|CFC patients|human
33505487|expert_7|gut microbiome|microbiome|located in|CFC patients|human
33505487|expert_7|gut microbiome|microbiome|located in|experimental and control groups|human
33505487|expert_7|Fusicatenibacter|bacteria|located in|experiment group|human
33505487|expert_7|Ruminiclostridium|bacteria|located in|experiment group|human
34692176|expert_5|ulcerative colitis|DDF|is a|IBDs|DDF
34692176|expert_5|IBD|DDF|target|IBD patients|human
34692176|expert_5|ulcerative colitis|DDF|is a|idiopathic disorders|DDF
34692176|expert_5|UC|DDF|is a|IBDs|DDF
34692176|expert_5|CD|DDF|is a|idiopathic disorders|DDF
34692176|expert_5|Inflammatory bowel diseases|DDF|target|IBD patients|human
34692176|expert_5|UC|DDF|is a|idiopathic disorders|DDF
34692176|expert_5|CD|DDF|is a|IBDs|DDF
34692176|expert_5|pathophysiology of IBD|DDF|target|IBD patients|human
34692176|expert_5|Crohn's disease|DDF|is a|IBDs|DDF
34692176|expert_5|Inflammatory bowel diseases|DDF|is a|complex chronic inflammatory disorders|DDF
34692176|expert_5|IBDs|DDF|is a|complex chronic inflammatory disorders|DDF
34692176|expert_5|Crohn's disease|DDF|is a|idiopathic disorders|DDF
34692176|expert_5|IBDs|DDF|target|IBD patients|human
31539679|expert_1|antibiotic cocktail|drug|impact|Proteobacteria|bacteria
31539679|expert_1|prefrontal cortex|anatomical location|located in|antibiotic-treated mice|animal
31539679|expert_1|antibiotic-induced microbiome depletion|DDF|affect|anhedonia|DDF
31539679|expert_1|host gut|anatomical location|located in|mice|animal
31539679|expert_1|CSDS|DDF|target|mice|animal
31539679|expert_1|chronic social defeat stress|DDF|target|adult mice|animal
31539679|expert_1|gut bacteria|bacteria|influence|CSDS-induced anhedonia|DDF
31539679|expert_1|antibiotic-induced microbiome depletion|DDF|target|adult mice|animal
31539679|expert_1|anhedonia|DDF|target|mice|animal
31539679|expert_1|CSDS|DDF|target|adult mice|animal
31539679|expert_1|gut microbiota|microbiome|located in|antibiotic-treated group|animal
31539679|expert_1|antibiotic cocktail|drug|impact|gut microbiota|microbiome
31539679|expert_1|CSDS|DDF|change abundance|gut microbiota|microbiome
35207632|expert_3|Gastrointestinal Dysfunction|DDF|affect|Parkinson's Disease|DDF
35207632|expert_3|GI dysfunction|DDF|affect|PD|DDF
35207632|expert_3|PD|DDF|target|people|human
37607587|expert_2|gut microbiome|microbiome|is linked to|neurodegenerative diseases|DDF
37607587|expert_2|gut microbiome|microbiome|is linked to|cancer|DDF
37607587|expert_2|Gastrointestinal Dysfunction|DDF|affect|Neurological and Neurodegenerative Disorders|DDF
37607587|expert_2|Dysbiosis|DDF|affect|inflammation|DDF
37607587|expert_2|gut microbiome|microbiome|is linked to|metabolic syndrome|DDF
37607587|expert_2|gut microbiome|microbiome|is linked to|Parkinson's disease|DDF
37607587|expert_2|gut microbiome|microbiome|is linked to|Alzheimer's disease|DDF
37607587|expert_2|dysfunctional microbiome|DDF|affect|inflammation|DDF
37607587|expert_2|gut microbiome|microbiome|is linked to|neurodegenerative disorders|DDF
21167931|expert_3|human depression|DDF|affect|chronic inflammatory disorders|DDF
21167931|expert_3|proinflammatory cytokines|chemical|influence|depression|DDF
21167931|expert_3|central nervous system (CNS) antigens|chemical|influence|psychological stress|DDF
21167931|expert_3|IFN-α|chemical|influence|depression|DDF
21167931|expert_3|central nervous system (CNS) antigens|chemical|influence|nerve injury|DDF
21167931|expert_3|human depression|DDF|interact|proinflammatory cytokines|chemical
21167931|expert_3|IL-2|chemical|influence|depression|DDF
35317228|expert_5|gut microbiome|microbiome|is linked to|autism spectrum disorder|DDF
35317228|expert_5|gut microbiome|microbiome|is linked to|depression|DDF
35317228|expert_5|brain disorder|DDF|strike|brain|anatomical location
35317228|expert_5|gut microbiome|microbiome|is linked to|neurodegenerative diseases|DDF
35317228|expert_5|anxiety|DDF|is a|neuropsychiatric diseases|DDF
35317228|expert_5|gut microbiome|microbiome|is linked to|neuropsychiatric and neurodegenerative disorders|DDF
35317228|expert_5|gut microbiome|microbiome|is linked to|neuropsychiatric or neurodegenerative disorders|DDF
35317228|expert_5|autism spectrum disorder|DDF|is a|neuropsychiatric diseases|DDF
35317228|expert_5|Parkinson's disease|DDF|is a|neurodegenerative diseases|DDF
35317228|expert_5|Alzheimer's disease|DDF|is a|neurodegenerative diseases|DDF
35317228|expert_5|gut microbiome|microbiome|located in|brain|anatomical location
35317228|expert_5|gut microbiome|microbiome|is linked to|anxiety|DDF
35317228|expert_5|gut microbiome|microbiome|is linked to|Parkinson's disease|DDF
35317228|expert_5|gut microbiome|microbiome|is linked to|Alzheimer's disease|DDF
35317228|expert_5|gut microbiome|microbiome|is linked to|neuropsychiatric diseases|DDF
35317228|expert_5|depression|DDF|is a|neuropsychiatric diseases|DDF
33287442|expert_4|probiotic supplementation|dietary supplement|impact|gut microbiota|microbiome
33287442|expert_4|gut microbiota|microbiome|is linked to|breast cancer|DDF
33287442|expert_4|prebiotic|dietary supplement|impact|gut microbiota|microbiome
25173628|expert_3|HFD-shaped microbiota|microbiome|is linked to|neuroinflammation|DDF
25173628|expert_3|HFD microbiota|microbiome|change expression|ionized calcium-binding adapter molecule 1|gene
25173628|expert_3|Obese-type gut microbiota|microbiome|is linked to|neurobehavioral changes|DDF
25173628|expert_3|HFD microbiota|microbiome|change expression|toll-like receptor 4|gene
25173628|expert_3|dementia|DDF|affect|obesity|DDF
25173628|expert_3|depression|DDF|affect|obesity|DDF
25173628|expert_3|HFD microbiota|microbiome|change expression|toll-like receptor 2|gene
25173628|expert_3|gut microbiota|microbiome|is linked to|obesity|DDF
25173628|expert_3|mental illness|DDF|affect|obesity|DDF
25173628|expert_3|gut dysbiosis|DDF|affect|neurologic dysfunction|DDF
25173628|expert_3|control diet microbiota|microbiome|located in|mice|animal
25173628|expert_3|HFD microbiota|microbiome|located in|mice|animal
32431588|expert_6|α-synuclein|chemical|influence|synucleinopathy|DDF
32431588|expert_6|3-HPPA|chemical|influence|intracellular α-syn seeding aggregation|DDF
32431588|expert_6|3,4-diHBA|chemical|influence|intracellular α-syn seeding aggregation|DDF
32431588|expert_6|α-synuclein|chemical|influence|multiple system atrophy|DDF
32431588|expert_6|Parkinson's disease|DDF|affect|synucleinopathy|DDF
32431588|expert_6|α-synuclein|chemical|influence|Parkinson's disease|DDF
32431588|expert_6|PD|DDF|affect|MSA|DDF
32431588|expert_6|probiotic|dietary supplement|influence|α-synucleinopathies|DDF
32431588|expert_6|α-syn|chemical|influence|MSA|DDF
32431588|expert_6|α-syn|chemical|influence|PD|DDF
32431588|expert_6|4-HBA|chemical|influence|intracellular α-syn seeding aggregation|DDF
32431588|expert_6|Parkinson's disease|DDF|affect|MSA|DDF
32431588|expert_6|PD|DDF|affect|multiple system atrophy|DDF
32431588|expert_6|Gut Microbiome-Modified Polyphenolic Compounds|chemical|influence|α-Synucleinopathies|DDF
32431588|expert_6|3-HBA|chemical|influence|intracellular α-syn seeding aggregation|DDF
32431588|expert_6|PD|DDF|affect|synucleinopathy|DDF
32431588|expert_6|α-synuclein|chemical|influence|MSA|DDF
32431588|expert_6|α-synuclein|chemical|influence|PD|DDF
32431588|expert_6|3-HPPA|chemical|influence|MSA-induced aggregation of monomer|DDF
32431588|expert_6|α-syn|chemical|influence|Parkinson's disease|DDF
32431588|expert_6|α-syn|chemical|influence|synucleinopathy|DDF
32431588|expert_6|α-syn pathology|DDF|strike|brain regions|anatomical location
32431588|expert_6|α-syn|chemical|influence|multiple system atrophy|DDF
32431588|expert_6|synbiotic|dietary supplement|influence|α-synucleinopathies|DDF
32431588|expert_6|prebiotic|dietary supplement|influence|α-synucleinopathies|DDF
32431588|expert_6|Parkinson's disease|DDF|affect|multiple system atrophy|DDF
33819374|expert_3|human gut microbiome|microbiome|is linked to|cardiovascular diseases|DDF
33819374|expert_3|human gut microbiome|microbiome|is linked to|diabetes|DDF
33819374|expert_3|Trimethylamine|chemical|influence|dauer formation|DDF
33819374|expert_3|Trimethylamine|chemical|influence|neurodegeneration|DDF
28843021|expert_1|idiopathic rapid eye movement sleep behavior disorder patients|human|used by|16S and 18S ribosomal RNA amplicon sequencing|biomedical technique
28843021|expert_1|PD|DDF|change abundance|gut microbes|bacteria
28843021|expert_1|PD patients|human|used by|16S and 18S ribosomal RNA amplicon sequencing|biomedical technique
28843021|expert_1|PD|DDF|change abundance|Akkermansia|bacteria
28843021|expert_1|gut microbiota|microbiome|is linked to|Parkinson's disease|DDF
28843021|expert_1|gut microbiota|microbiome|is linked to|PD|DDF
28843021|expert_1|healthy controls|human|used by|16S and 18S ribosomal RNA amplicon sequencing|biomedical technique
34004259|expert_6|SCFAs|chemical|located in|adult mice|animal
34004259|expert_6|CNO|chemical|impact|gut microbiota|microbiome
34004259|expert_6|gut microbiota|microbiome|located in|adult mice|animal
34004259|expert_6|gut microbiota|microbiome|located in|mice|animal
34004259|expert_6|gut microbiota|microbiome|located in|control mice|animal
34004259|expert_6|gastrointestinal microbiota|microbiome|located in|brain|anatomical location
34004259|expert_6|C21|chemical|impact|gut microbiota|microbiome
34004259|expert_6|DREADD ligands|drug|impact|gut microbiota|microbiome
34004259|expert_6|short-chain fatty acids|chemical|located in|adult mice|animal
33301807|expert_6|SCI|DDF|affect|gut dysbiosis|DDF
33301807|expert_6|gut microbiota|microbiome|is linked to|SCI|DDF
33301807|expert_6|SCI|DDF|affect|anxiety and depression|DDF
33301807|expert_6|SCI|DDF|affect|neuropathic pain|DDF
33301807|expert_6|SCI|DDF|affect|intestinal dysfunction|DDF
33301807|expert_6|SCI|DDF|affect|metabolic disorders|DDF
33301807|expert_6|spinal cord injury|DDF|affect|intestinal dysfunction|DDF
27930574|expert_5|Prebiotics|dietary supplement|impact|gut microbiota|microbiome
32667590|expert_5|gut microbiota|microbiome|is linked to|schizophrenia|DDF
32667590|expert_5|gut microbiota|microbiome|is linked to|dementia|DDF
32667590|expert_5|intestinal metabolites of microbial origin|chemical|located in|small and large intestine|anatomical location
32667590|expert_5|intestinal microbiota|microbiome|located in|small and large intestine|anatomical location
32667590|expert_5|gut microbiota|microbiome|is linked to|Alzheimer disease|DDF
32667590|expert_5|intestinal microbiota|microbiome|is linked to|neurological and psychiatric disorders|DDF
32667590|expert_5|intestinal metabolites of microbial origin|chemical|produced by|intestinal microbiota|microbiome
32667590|expert_5|prebiotics|dietary supplement|influence|neuropsychiatric disorders|DDF
32667590|expert_5|probiotics|dietary supplement|influence|neuropsychiatric disorders|DDF
32667590|expert_5|gut microbiota|microbiome|is linked to|autism spectrum disorder|DDF
32667590|expert_5|gut microbiota|microbiome|is linked to|major depressive disorder|DDF
32667590|expert_5|gut microbiota|microbiome|is linked to|anxiety|DDF
32667590|expert_5|gut microbiota|microbiome|is linked to|Parkinson's disease|DDF
32667590|expert_5|gut microbiota|microbiome|is linked to|bipolar disorder|DDF
32667590|expert_5|gut microbiota|microbiome|located in|brain|anatomical location
30033172|expert_2|gut microbiota|microbiome|is linked to|non-communicable diseases|DDF
30033172|expert_2|gut microbiota|microbiome|located in|human host|human
30033172|expert_2|gut microbiota|microbiome|is linked to|intestinal dysbiosis|DDF
30033172|expert_2|gut microbiota|microbiome|is linked to|dietary-induced alterations|DDF
27763700|expert_6|lactoferrin|chemical|influence|stress|DDF
27763700|expert_6|GOS|dietary supplement|impact|gut bacteria|bacteria
27763700|expert_6|PDX|dietary supplement|impact|gut bacteria|bacteria
27763700|expert_6|galactooligosaccharide|dietary supplement|influence|stress|DDF
27763700|expert_6|GOS|dietary supplement|influence|stress|DDF
27763700|expert_6|PDX|dietary supplement|influence|stress|DDF
27763700|expert_6|GOS|dietary supplement|influence|stress-induced learned helplessness|DDF
27763700|expert_6|inescapable stress|DDF|target|rats|animal
27763700|expert_6|bioactive milk fractions|dietary supplement|influence|stress|DDF
27763700|expert_6|prebiotics|dietary supplement|influence|stress resistance|DDF
27763700|expert_6|PDX|dietary supplement|influence|stress-induced learned helplessness|DDF
27763700|expert_6|LAC|chemical|influence|stress-evoked decreases in mRNA|DDF
27763700|expert_6|prebiotics|dietary supplement|influence|stress|DDF
27763700|expert_6|LAC|chemical|impact|gut bacteria|bacteria
27763700|expert_6|polydextrose|dietary supplement|influence|stress|DDF
27763700|expert_6|LAC|chemical|influence|stress|DDF
27763700|expert_6|GOS|dietary supplement|impact|Lactobacillus spp.|bacteria
27763700|expert_6|PDX|dietary supplement|impact|Lactobacillus spp.|bacteria
27763700|expert_6|LAC|chemical|influence|stress-induced learned helplessness|DDF
27763700|expert_6|GOS|dietary supplement|influence|stress-evoked decreases in mRNA|DDF
27763700|expert_6|PDX|dietary supplement|influence|stress-evoked decreases in mRNA|DDF
31383280|expert_7|PMAD|DDF|target|child|human
31383280|expert_7|Maternal Gut Microbiome|microbiome|located in|mother|human
31383280|expert_7|Perinatal mood and anxiety disorders|DDF|target|mother|human
31383280|expert_7|Maternal Gut Microbiome|microbiome|is linked to|PMAD|DDF
31383280|expert_7|Perinatal mood and anxiety disorders|DDF|target|child|human
31383280|expert_7|PMAD|DDF|target|mother|human
38606411|expert_2|gut microbiota|microbiome|is linked to|insomnia disorder|DDF
38606411|expert_2|chronic insomnia disorder|DDF|affect|anxiety|DDF
38606411|expert_2|chronic insomnia disorder|DDF|target|Individuals|human
38606411|expert_2|gut microbiota|microbiome|located in|individuals|human
38606411|expert_2|Insomnia disorder|DDF|is a|clinical sleep and psychiatric disorders|DDF
38606411|expert_2|chronic insomnia disorder|DDF|affect|impaired intestinal barrier function|DDF
38606411|expert_2|insomnia disorder|DDF|target|individuals|human
38606411|expert_2|chronic insomnia disorder|DDF|target|patients|human
38606411|expert_2|healthy volunteers|human|used by|ELISA technology|biomedical technique
38606411|expert_2|intestinal barrier|anatomical location|located in|individuals|human
38606411|expert_2|patients|human|used by|ELISA technology|biomedical technique
28073356|expert_7|gastrointestinal helminth infections|DDF|affect|childhood cognitive morbidity|DDF
28073356|expert_7|Gut microbiota disturbance|DDF|affect|helminth infection|DDF
28073356|expert_7|helminth infection|DDF|target|children|human
28073356|expert_7|helminth infections|DDF|affect|cognitive impairment|DDF
28073356|expert_7|Gut microbiota disturbance|DDF|target|children|human
28073356|expert_7|helminth infections|DDF|target|school-aged children|human
28073356|expert_7|cognitive impairment|DDF|target|school-aged children|human
28073356|expert_7|gut microbiota|microbiome|located in|brain|anatomical location
37764277|expert_3|Baicalin|chemical|influence|intestinal disorders|DDF
37764277|expert_3|Baicalin|chemical|impact|intestinal microorganisms|bacteria
37764277|expert_3|baicalin|chemical|influence|gut-brain axis disorders|DDF
37764277|expert_3|Baicalin|chemical|influence|obesity|DDF
34357134|expert_2|social cognitive impairment|DDF|affect|schizophrenia|DDF
34357134|expert_2|schizophrenia|DDF|target|patients|human
37049591|expert_3|gut microbiota|microbiome|located in|major depressive disorder (MDD) patients|human
37049591|expert_3|intestinal flora|microbiome|located in|MDD patients|human
37049591|expert_3|Kyn|chemical|located in|Venous blood|anatomical location
37049591|expert_3|tryptophan|chemical|located in|Venous blood|anatomical location
37049591|expert_3|kynurenine|chemical|located in|Venous blood|anatomical location
37049591|expert_3|gut microbiota|microbiome|is linked to|neurological and psychiatric diseases|DDF
37049591|expert_3|Ido|chemical|located in|Venous blood|anatomical location
37049591|expert_3|Trp|chemical|located in|Venous blood|anatomical location
37049591|expert_3|plasma indoleamine-2,3-dioxygenase|chemical|located in|Venous blood|anatomical location
37049591|expert_3|Major Depressive Disorder|DDF|target|Patients|human
37049591|expert_3|MDD|DDF|target|patients|human
37156128|expert_2|DN SCZ|human|used by|16s rRNA sequencing|biomedical technique
37156128|expert_2|schizophrenia|DDF|change abundance|Ruminococcus|bacteria
37156128|expert_2|gut microbiota|microbiome|located in|drug-naïve (DN SCZ) and risperidone-treated SCZ patients|human
37156128|expert_2|schizophrenia|DDF|target|patients|human
37156128|expert_2|schizophrenia|DDF|change abundance|Bifidobacterium|bacteria
37156128|expert_2|schizophrenia|DDF|change abundance|Clostridium_sensu_stricto_1|bacteria
37156128|expert_2|gut microbiota|microbiome|located in|HCs|human
37156128|expert_2|gut microbiota|microbiome|located in|healthy controls|human
37156128|expert_2|gut microbiota|microbiome|located in|RISP SCZ|human
37156128|expert_2|gut microbiome|microbiome|is linked to|schizophrenia|DDF
37156128|expert_2|RISP SCZ|human|used by|16s rRNA sequencing|biomedical technique
37156128|expert_2|HCs|human|used by|16s rRNA sequencing|biomedical technique
37156128|expert_2|human gut microbiome|microbiome|is linked to|neuropsychiatric disorders|DDF
37156128|expert_2|schizophrenia|DDF|change abundance|UCG005|bacteria
31769847|expert_7|probiotics|dietary supplement|impact|gut microbiota|microbiome
31769847|expert_7|Probiotics|dietary supplement|administered|psychiatric patients|human
31769847|expert_7|prebiotics|dietary supplement|administered|psychiatric patients|human
31769847|expert_7|microbial dysbiosis|DDF|affect|psychiatric diseases|DDF
31769847|expert_7|probiotics|dietary supplement|influence|psychiatric disorders|DDF
31769847|expert_7|schizophrenia|DDF|target|patients|human
31769847|expert_7|Probiotics|dietary supplement|influence|psychiatric disorders|DDF
31769847|expert_7|probiotics|dietary supplement|influence|autism spectrum disorders|DDF
31769847|expert_7|gut microbiota|microbiome|is linked to|psychiatric diseases|DDF
31769847|expert_7|prebiotics|dietary supplement|impact|gut microbiota|microbiome
31769847|expert_7|probiotics|dietary supplement|administered|patients|human
31769847|expert_7|psychiatric disorders|DDF|target|psychiatric patients|human
31769847|expert_7|psychiatric disorder|DDF|target|patients|human
31769847|expert_7|prebiotics|dietary supplement|administered|patients|human
31769847|expert_7|Probiotics|dietary supplement|influence|major depressive disorder|DDF
31769847|expert_7|psychiatric diseases|DDF|target|psychiatric patients|human
31769847|expert_7|prebiotics|dietary supplement|influence|psychiatric disorders|DDF
31769847|expert_7|Probiotics|dietary supplement|influence|Alzheimer's disease|DDF
31769847|expert_7|acute mania|DDF|target|patients|human
31769847|expert_7|probiotics|dietary supplement|administered|psychiatric patients|human
36072564|expert_6|gut microbiome|microbiome|is linked to|brain disorders|DDF
36072564|expert_6|gut microbiome|microbiome|is linked to|depression|DDF
36072564|expert_6|microbiota-derived metabolites|chemical|located in|older individuals|human
36072564|expert_6|gut microbiome|microbiome|is linked to|age-related diseases|DDF
36072564|expert_6|gut microbiome|microbiome|is linked to|anxiety|DDF
36072564|expert_6|gut microbiome|microbiome|is linked to|Alzheimer's and Parkinson's disease|DDF
36072564|expert_6|gut microbiome|microbiome|is linked to|schizophrenia|DDF
36072564|expert_6|cognitive defects|DDF|target|older individuals|human
36072564|expert_6|choline|chemical|influence|age-related diseases|DDF
36072564|expert_6|microbiota-derived metabolites|chemical|influence|age-associated diseases|DDF
36072564|expert_6|trimethylamine|chemical|influence|age-related diseases|DDF
36072564|expert_6|age-associated diseases|DDF|target|older individuals|human
31596658|expert_6|gut microbiome|microbiome|located in|gut|anatomical location
31596658|expert_6|gut microbiome|microbiome|located in|mouth|anatomical location
30518033|expert_6|gut microbiota|microbiome|is linked to|anxiety|DDF
30518033|expert_6|gut microbiota|microbiome|is linked to|psychological symptoms|DDF
30518033|expert_6|gut microbiota|microbiome|is linked to|host anxiety levels|DDF
30518033|expert_6|Gut Microbiota Composition|microbiome|is linked to|Anxiety Levels|DDF
34216356|expert_6|gut microbiome|microbiome|is linked to|neurodegenerative diseases|DDF
34216356|expert_6|Gut Microbiome|microbiome|is linked to|Neurodegenerative Diseases|DDF
34216356|expert_6|intestinal microbiota|microbiome|is linked to|Parkinson's disease|DDF
34216356|expert_6|gut microbiome|microbiome|used by|assay techniques|biomedical technique
34216356|expert_6|gut microbiota|microbiome|is linked to|neurodegenerative diseases|DDF
34216356|expert_6|intestinal microbiota|microbiome|is linked to|Alzheimer's disease|DDF
26627987|expert_2|gut disorders|DDF|affect|Alzheimer's and Parkinson's diseases|DDF
26627987|expert_2|gut microbiome|microbiome|is linked to|IBS|DDF
26627987|expert_2|gut disorders|DDF|affect|irritable bowel syndrome|DDF
26627987|expert_2|gut microbiome|microbiome|is linked to|Alzheimer's and Parkinson's diseases|DDF
26627987|expert_2|gut disorders|DDF|affect|ulcerative colitis|DDF
26627987|expert_2|gut microbiome|microbiome|is linked to|gut disorders|DDF
26627987|expert_2|gut disorders|DDF|affect|central nervous system (CNS) disorders|DDF
26627987|expert_2|gut microbiome|microbiome|is linked to|irritable bowel syndrome|DDF
26627987|expert_2|gut microbiome|microbiome|is linked to|central nervous system (CNS) disorders|DDF
26627987|expert_2|gut microbiome|microbiome|is linked to|UC|DDF
26627987|expert_2|gut microbiome|microbiome|is linked to|ulcerative colitis|DDF
35203906|expert_3|SARS-CoV-2|DDF|affect|Parkinson's disease|DDF
35203906|expert_3|PD/parkinsonism|DDF|affect|viral infection|DDF
35203906|expert_3|viral infection|DDF|target|PD patients|human
35203906|expert_3|impairment of cough reflex|DDF|target|elderly population|human
35203906|expert_3|SARS-CoV-2|DDF|affect|PD|DDF
35203906|expert_3|coronavirus disease 2019|DDF|affect|PD|DDF
35203906|expert_3|COVID-19|DDF|affect|PD|DDF
35203906|expert_3|COVID-19|DDF|target|PD patients|human
35203906|expert_3|rigidity of respiratory muscles|DDF|target|elderly population|human
35203906|expert_3|dyspnea|DDF|target|elderly population|human
31488882|expert_4|sodium oligomannate|drug|change effect|neuroinflammation|DDF
31488882|expert_4|Sodium oligomannate|dietary supplement|influence|gut bacterial amino acids-shaped neuroinflammation|DDF
31488882|expert_4|sodium oligomannate|drug|interact|phenylalanine|chemical
31488882|expert_4|AD progression|DDF|interact|isoleucine|chemical
31488882|expert_4|GV-971|drug|change effect|gut dysbiosis|DDF
31488882|expert_4|sodium oligomannate|drug|change effect|cognition impairment|DDF
31488882|expert_4|GV-971|drug|change effect|neuroinflammation|DDF
31488882|expert_4|GV-971|drug|interact|isoleucine|chemical
31488882|expert_4|MCI|DDF|target|patients|human
31488882|expert_4|AD|DDF|affect|mild cognitive impairment|DDF
31488882|expert_4|mild cognitive impairment|DDF|target|patients|human
31488882|expert_4|AD progression|DDF|interact|phenylalanine|chemical
31488882|expert_4|AD|DDF|affect|MCI|DDF
31488882|expert_4|sodium oligomannate|drug|interact|isoleucine|chemical
31488882|expert_4|GV-971|drug|change effect|cognition impairment|DDF
31488882|expert_4|Sodium oligomannate|dietary supplement|influence|Alzheimer's disease progression|DDF
31488882|expert_4|GV-971|drug|interact|phenylalanine|chemical
31488882|expert_4|Sodium oligomannate|dietary supplement|impact|gut microbiota|microbiome
31488882|expert_4|sodium oligomannate|drug|change effect|gut dysbiosis|DDF
37502424|expert_3|mildly impaired cognition|DDF|target|community-dwelling older adults|human
37502424|expert_3|mildly impaired cognitive functions|DDF|target|community-dwelling individuals|human
38011787|expert_4|CPT|chemical|influence|depression|DDF
38011787|expert_4|Cryptotanshinone|chemical|impact|gut microbiota|microbiome
38011787|expert_4|Cryptotanshinone|chemical|influence|CUMS induced depressive symptoms|DDF
38011787|expert_4|gut microbiota|microbiome|used by|16 S rDNA analysis|biomedical technique
38011787|expert_4|gut microbiota|microbiome|located in|rats|animal
37400971|expert_3|MMD|DDF|affect|behavioral impairments|DDF
37400971|expert_3|MMD|DDF|affect|obsessive-compulsive-like behavior|DDF
37400971|expert_3|psychiatric-related abnormalities|DDF|change abundance|maternal gut microbiota|microbiome
37400971|expert_3|experimental perinatal MMD|DDF|target|offspring|animal
31132457|expert_3|GMC|microbiome|located in|toddler|human
31132457|expert_3|GMC|microbiome|located in|young infants|human
34408160|expert_5|alpha-synuclein|chemical|influence|PD|DDF
34408160|expert_5|alpha-synuclein|chemical|influence|Parkinson's disease|DDF
34408160|expert_5|pathogenesis of PD|DDF|affect|PD|DDF
34408160|expert_5|opportunistic pathogens|bacteria|influence|dysbiosis of gut microbiome|DDF
34408160|expert_5|pathogenesis of PD|DDF|affect|Parkinson's disease|DDF
34408160|expert_5|alpha-synuclein|chemical|influence|familial PD|DDF
34408160|expert_5|opportunistic pathogens|bacteria|influence|PD|DDF
34408160|expert_5|dysbiosis of gut microbiome|DDF|affect|Parkinson's disease|DDF
34408160|expert_5|gut microbiome|microbiome|located in|gut|anatomical location
34408160|expert_5|gut microbiome|microbiome|is linked to|pathogenesis of PD|DDF
34408160|expert_5|dysbiosis of gut microbiome|DDF|affect|PD|DDF
31377712|expert_1|Multiple sclerosis|DDF|affect|disability|DDF
31377712|expert_1|MS|DDF|target|young <u>a</u>dults|human
31377712|expert_1|MS|DDF|affect|disability|DDF
31377712|expert_1|MS|DDF|target|young patients|human
31377712|expert_1|Multiple sclerosis|DDF|target|young adults|human
31377712|expert_1|gut microbiota|microbiome|located in|young adults|human
31377712|expert_1|MS|DDF|target|young adults|human
31377712|expert_1|young adults|human|used by|cerebrospinal fluid and blood biomarkers|biomedical technique
31377712|expert_1|young adults|human|used by|neurological examinations|biomedical technique
31377712|expert_1|young adults|human|used by|MRI|biomedical technique
31377712|expert_1|MS|DDF|target|patients|human
38331354|expert_4|liver cirrhosis|DDF|target|mice|animal
38331354|expert_4|liver cirrhosis|DDF|target|patients|human
38331354|expert_4|Dysbiosis|DDF|affect|depression|DDF
33692356|expert_5|dysbiosis|DDF|affect|pro-inflammatory status|DDF
33692356|expert_5|PD-specific microbiota|microbiome|located in|PD patients|human
33692356|expert_5|recurrent gastrointestinal symptoms|DDF|target|PD patients|human
33692356|expert_5|gut microbes|microbiome|is linked to|PD|DDF
33692356|expert_5|alterations of the enteric nervous system|DDF|affect|Parkinson's disease (PD) symptomatology and pathophysiology|DDF
33692356|expert_5|pro-inflammatory status|DDF|affect|recurrent gastrointestinal symptoms|DDF
33692356|expert_5|gastrointestinal symptoms|DDF|affect|Parkinson's disease (PD) symptomatology and pathophysiology|DDF
33692356|expert_5|gut microbiota|microbiome|is linked to|Parkinson's disease (PD) symptomatology and pathophysiology|DDF
33692356|expert_5|gut microbiota|microbiome|located in|PD and controls|human
33692356|expert_5|gut microbiota|microbiome|is linked to|neurodegenerative diseases|DDF
33692356|expert_5|gut microbiota|microbiome|located in|PD patients|human
33692356|expert_5|Lachnospiraceae|bacteria|interact|short-chain fatty acids|chemical
33692356|expert_5|alterations of the enteric nervous system|DDF|affect|PD|DDF
33692356|expert_5|gastrointestinal symptoms|DDF|affect|PD|DDF
33692356|expert_5|PD-associated microbiome|microbiome|located in|PD patients|human
33692356|expert_5|Faecalibacterium|bacteria|interact|short-chain fatty acids|chemical
33692356|expert_5|gut microbes|microbiome|is linked to|Parkinson's disease (PD) symptomatology and pathophysiology|DDF
33692356|expert_5|gut microbes|microbiome|is linked to|neurodegenerative diseases|DDF
