pmid	annotator	subject_start_idx	subject_end_idx	subject_location	subject_text_span	subject_label	predicate	object_start_idx	object_end_idx	object_location	object_text_span	object_label
39134099	student_A	322	348	abstract	gut microbiota interactions	DDF	interact	362	391	abstract	commonly employed formulations	chemical
39134099	student_A	602	629	abstract	poorly soluble antipsychotic	drug	change effect	687	711	abstract	rate-limiting dissolution	DDF
39134099	student_A	602	629	abstract	poorly soluble antipsychotic	drug	change effect	714	738	abstract	poor oral bioavailability	DDF
39134099	student_A	602	629	abstract	poorly soluble antipsychotic	drug	change effect	745	767	abstract	significant food effect	DDF
39134099	student_A	632	641	abstract	lurasidone	drug	change effect	687	711	abstract	rate-limiting dissolution	DDF
39134099	student_A	632	641	abstract	lurasidone	drug	change effect	714	738	abstract	poor oral bioavailability	DDF
39134099	student_A	632	641	abstract	lurasidone	drug	change effect	745	767	abstract	significant food effect	DDF
39134099	student_A	995	998	abstract	rats	animal	used by	970	990	abstract	oral pharmacokinetics	biomedical technique
39134099	student_A	1128	1144	abstract	oral formulations	drug	change effect	1155	1173	abstract	contrasting effects	DDF
39134099	student_A	1155	1173	abstract	contrasting effects	DDF	change abundance	1182	1195	abstract	gut microbiota	microbiome
39134099	student_A	1545	1587	abstract	effective solubility-enhancing formulations	drug	impact	1646	1659	abstract	gut microbiota	microbiome
39134099	student_A	1742	1754	abstract	schizophrenia	DDF	is a	1709	1731	abstract	mental health disorders	DDF
39134099	student_A	1780	1793	abstract	gut microbiota	microbiome	is linked to	1809	1812	abstract	mood	DDF
39134099	student_A	1780	1793	abstract	gut microbiota	microbiome	is linked to	1818	1826	abstract	cognition	DDF


35889348	student_B	18	26	title	Quercetin	chemical	influence	31	55	title	Polycystic Ovary Syndrome	DDF
35889348	student_B	0	24	abstract	Polycystic ovary syndrome	DDF	target	176	200	abstract	women of childbearing age	human
35889348	student_B	27	30	abstract	PCOS	DDF	target	176	200	abstract	women of childbearing age	human
35889348	student_B	309	317	abstract	Quercetin	chemical	influence	459	462	abstract	PCOS	DDF
35889348	student_B	320	322	abstract	QUR	chemical	influence	459	462	abstract	PCOS	DDF
35889348	student_B	566	568	abstract	QUR	chemical	influence	582	599	abstract	ovulation disorder	DDF
35889348	student_B	566	568	abstract	QUR	chemical	influence	610	627	abstract	Insulin resistance	DDF
35889348	student_B	566	568	abstract	QUR	chemical	influence	630	631	abstract	IR	DDF
35889348	student_B	566	568	abstract	QUR	chemical	impact	688	701	abstract	gut microbiota	microbiome
35889348	student_B	566	568	abstract	QUR	chemical	interact	642	649	abstract	androgen	chemical


35806985	student_B	23	41	title	Alzheimer's Disease	DDF	target	70	77	title	Patients	human
35806985	student_B	47	65	title	Parkinson's Disease	DDF	target	70	77	title	Patients	human
35806985	student_B	84	109	title	Inflammatory Bowel Disease	DDF	target	70	77	title	Patients	human
35806985	student_B	48	61	abstract	gut microbiota	microbiome	is linked to	76	106	abstract	central nervous system diseases	DDF
35806985	student_B	48	61	abstract	gut microbiota	microbiome	is linked to	117	135	abstract	Alzheimer’s disease	DDF
35806985	student_B	48	61	abstract	gut microbiota	microbiome	is linked to	146	164	abstract	Parkinson’s disease	DDF
35806985	student_B	1220	1234	abstract	Crohn’s disease	DDF	target	1070	1077	abstract	patients	human
35806985	student_B	1239	1256	abstract	ulcerative colitis	DDF	target	1070	1077	abstract	patients	human
35806985	student_B	1407	1432	abstract	neurodegenerative diseases	DDF	target	1070	1077	abstract	patients	human


36422338	student_B	8	17	title	Probiotics	dietary supplement	influence	49	69	title	Neurological Diseases	DDF
36422338	student_B	8	17	title	Probiotics	dietary supplement	influence	0	10	abstract	Alzheimer's	DDF
36422338	student_B	8	17	title	Probiotics	dietary supplement	influence	21	40	abstract	Parkinson's diseases	DDF
36422338	student_B	8	17	title	Probiotics	dietary supplement	influence	227	248	abstract	neurological disorders	DDF
36422338	student_B	8	17	title	Probiotics	dietary supplement	influence	75	99	abstract	Autism spectrum disorders	DDF
36422338	student_B	8	17	title	Probiotics	dietary supplement	influence	108	114	abstract	anxiety	DDF
36422338	student_B	8	17	title	Probiotics	dietary supplement	influence	117	126	abstract	depression	DDF
36422338	student_B	8	17	title	Probiotics	dietary supplement	influence	141	160	abstract	cognitive impairment	DDF
36422338	student_B	315	328	abstract	gut microbiota	microbiome	located in	421	423	abstract	gut	anatomical location
36422338	student_B	315	328	abstract	gut microbiota	microbiome	is linked to	227	248	abstract	neurological disorders	DDF
36422338	student_B	315	328	abstract	gut microbiota	microbiome	is linked to	49	69	title	Neurological Diseases	DDF
36422338	student_B	315	328	abstract	gut microbiota	microbiome	is linked to	0	10	abstract	Alzheimer's	DDF
36422338	student_B	315	328	abstract	gut microbiota	microbiome	is linked to	21	40	abstract	Parkinson's diseases	DDF
36422338	student_B	315	328	abstract	gut microbiota	microbiome	is linked to	75	99	abstract	Autism spectrum disorders	DDF
36422338	student_B	315	328	abstract	gut microbiota	microbiome	is linked to	108	114	abstract	anxiety	DDF
36422338	student_B	315	328	abstract	gut microbiota	microbiome	is linked to	117	126	abstract	depression	DDF
36422338	student_B	315	328	abstract	gut microbiota	microbiome	is linked to	141	160	abstract	cognitive impairment	DDF
36422338	student_B	421	423	abstract	gut	anatomical location	located in	461	464	abstract	host	human
36422338	student_B	426	430	abstract	brain	anatomical location	located in	461	464	abstract	host	human
36422338	student_B	584	597	abstract	Gut microbiota	microbiome	is linked to	804	816	abstract	gut disorders	DDF
36422338	student_B	584	597	abstract	Gut microbiota	microbiome	is linked to	819	832	abstract	neurocognitive	DDF
36422338	student_B	584	597	abstract	Gut microbiota	microbiome	is linked to	838	858	abstract	psychiatric disorders	DDF
36422338	student_B	861	870	abstract	Probiotics	dietary supplement	impact	584	597	abstract	Gut microbiota	microbiome
36422338	student_B	1006	1039	abstract	brain-derived neurotrophic factors	chemical	impact	505	518	abstract	gut microbiota	microbiome
36422338	student_B	1095	1104	abstract	Probiotics	dietary supplement	influence	1155	1163	abstract	metabolic	DDF
36422338	student_B	1095	1104	abstract	Probiotics	dietary supplement	influence	1169	1188	abstract	psychiatric diseases	DDF
36422338	student_B	1095	1104	abstract	Probiotics	dietary supplement	impact	1209	1221	abstract	Lactobacillus	bacteria
36422338	student_B	1095	1104	abstract	Probiotics	dietary supplement	impact	1234	1248	abstract	Bifidobacterium	bacteria
36422338	student_B	1490	1493	abstract	diet	dietary supplement	impact	1503	1516	abstract	gut microbiota	microbiome


34783227	student_A	619	641	abstract	exogenous H<sub>2</sub>	chemical	impact	658	671	abstract	gut microbiota	microbiome
34783227	student_A	727	739	abstract	H<sub>2</sub>	chemical	impact	786	812	abstract	butyrate-producing bacteria	bacteria


32712266	student_A	0	11	abstract	Inflammation	DDF	affect	51	67	abstract	nonmotor symptoms	DDF
32712266	student_A	382	385	abstract	MPTP	chemical	influence	477	499	abstract	clinical motor symptoms	DDF
32712266	student_A	382	385	abstract	MPTP	chemical	influence	509	539	abstract	nigrostriatal dopaminergic loss	DDF
32712266	student_A	382	385	abstract	MPTP	chemical	influence	544	545	abstract	PD	DDF
32712266	student_A	792	801	abstract	microbiota	microbiome	is linked to	658	717	abstract	MPTP-induced progressive central and peripheral inflammation	DDF
32712266	student_A	792	801	abstract	microbiota	microbiome	is linked to	736	752	abstract	nonmotor symptoms	DDF
32712266	student_A	825	848	abstract	progressive parkinsonism	DDF	target	853	870	abstract	non-human primates	animal
32712266	student_A	907	966	abstract	MPTP-induced central and peripheral inflammatory dysfunction	DDF	target	853	870	abstract	non-human primates	animal
32712266	student_A	1004	1015	abstract	inflammation	DDF	target	853	870	abstract	non-human primates	animal
32712266	student_A	1004	1015	abstract	inflammation	DDF	affect	1020	1047	abstract	prodromal/pre-motor features	DDF
32712266	student_A	1004	1015	abstract	inflammation	DDF	affect	1052	1071	abstract	PD-like degeneration	DDF
32712266	student_A	1020	1047	abstract	prodromal/pre-motor features	DDF	target	853	870	abstract	non-human primates	animal
32712266	student_A	1052	1071	abstract	PD-like degeneration	DDF	target	853	870	abstract	non-human primates	animal
32712266	student_A	1239	1245	abstract	Monkeys	animal	used by	1156	1170	abstract	FEPPA PET scans	biomedical technique
32712266	student_A	1457	1478	abstract	TNF inhibitor XPro1595	drug	change effect	1686	1687	abstract	PD	DDF
32712266	student_A	1457	1478	abstract	TNF inhibitor XPro1595	drug	change effect	1623	1634	abstract	inflammation	DDF
32712266	student_A	1457	1478	abstract	TNF inhibitor XPro1595	drug	administered	1423	1429	abstract	monkeys	animal
32712266	student_A	1576	1579	abstract	MPTP	chemical	influence	1686	1687	abstract	PD	DDF
32712266	student_A	1576	1579	abstract	MPTP	chemical	influence	1623	1634	abstract	inflammation	DDF
32712266	student_A	1602	1609	abstract	XPro1595	drug	change effect	1623	1634	abstract	inflammation	DDF
32712266	student_A	1602	1609	abstract	XPro1595	drug	change effect	1686	1687	abstract	PD	DDF
32712266	student_A	1602	1609	abstract	XPro1595	drug	administered	1423	1429	abstract	monkeys	animal
32712266	student_A	1803	1821	abstract	severe parkinsonism	DDF	target	1842	1851	abstract	male cases	animal
32712266	student_A	1803	1821	abstract	severe parkinsonism	DDF	target	1865	1876	abstract	female cases	animal
32712266	student_A	1940	1951	abstract	inflammation	DDF	target	1842	1851	abstract	male cases	animal
32712266	student_A	1940	1951	abstract	inflammation	DDF	target	1865	1876	abstract	female cases	animal


39187187	student_A	3	9	title	anxiety	DDF	target	41	61	title	Depressed mother rats	animal
39187187	student_A	3	9	title	anxiety	DDF	target	115	132	title	cohabited rat pups	animal
39187187	student_A	15	24	title	depression	DDF	target	41	61	title	Depressed mother rats	animal
39187187	student_A	15	24	title	depression	DDF	target	115	132	title	cohabited rat pups	animal
39187187	student_A	91	108	abstract	anxiety/depression	DDF	target	113	121	abstract	offspring	animal
39187187	student_A	134	152	abstract	maternal depression	DDF	target	113	121	abstract	offspring	animal
39187187	student_A	248	280	abstract	chronic unpredictable mild stress	DDF	target	155	168	abstract	Offspring rats	animal
39187187	student_A	248	280	abstract	chronic unpredictable mild stress	DDF	target	198	213	abstract	depressed mother	animal
39187187	student_A	248	280	abstract	chronic unpredictable mild stress	DDF	target	218	228	abstract	father rats	animal
39187187	student_A	283	286	abstract	CUMS	DDF	target	155	168	abstract	Offspring rats	animal
39187187	student_A	283	286	abstract	CUMS	DDF	target	198	213	abstract	depressed mother	animal
39187187	student_A	283	286	abstract	CUMS	DDF	target	218	228	abstract	father rats	animal
39187187	student_A	318	355	abstract	anxiety- and depression-like behaviors	DDF	target	400	405	abstract	mother	animal
39187187	student_A	318	355	abstract	anxiety- and depression-like behaviors	DDF	target	407	412	abstract	father	animal
39187187	student_A	318	355	abstract	anxiety- and depression-like behaviors	DDF	target	424	427	abstract	pups	animal
39187187	student_A	596	609	abstract	gut microbiota	microbiome	located in	614	641	abstract	depressed/normal mother rats	animal
39187187	student_A	596	609	abstract	gut microbiota	microbiome	located in	650	663	abstract	offspring rats	animal
39187187	student_A	614	641	abstract	depressed/normal mother rats	animal	used by	560	562	abstract	FMT	biomedical technique
39187187	student_A	650	663	abstract	offspring rats	animal	used by	560	562	abstract	FMT	biomedical technique
39187187	student_A	754	771	abstract	anxiety/depression	DDF	target	780	783	abstract	pups	animal
39187187	student_A	754	771	abstract	anxiety/depression	DDF	target	844	864	abstract	depressed mother rats	animal
39187187	student_A	754	771	abstract	anxiety/depression	DDF	target	875	893	abstract	cohabited offspring	animal
39187187	student_A	1018	1031	abstract	gut microbiota	microbiome	located in	1036	1039	abstract	pups	animal
39187187	student_A	1018	1031	abstract	gut microbiota	microbiome	used by	1044	1046	abstract	FMT	biomedical technique
39187187	student_A	1145	1160	abstract	fecal microbiota	microbiome	used by	1044	1046	abstract	FMT	biomedical technique
39187187	student_A	1145	1160	abstract	fecal microbiota	microbiome	located in	1036	1039	abstract	pups	animal
39187187	student_A	1235	1248	abstract	milder anxiety	DDF	target	1203	1223	abstract	depressed father rats	animal
39187187	student_A	1254	1263	abstract	depression	DDF	target	1203	1223	abstract	depressed father rats	animal
39187187	student_A	1330	1347	abstract	anxiety/depression	DDF	target	1299	1315	abstract	depressed mothers	animal
39187187	student_A	1330	1347	abstract	anxiety/depression	DDF	target	1358	1361	abstract	pups	animal
39187187	student_A	1541	1557	abstract	childhood anxiety	DDF	target	1501	1507	abstract	mothers	human
39187187	student_A	1541	1557	abstract	childhood anxiety	DDF	target	1716	1723	abstract	children	human
39187187	student_A	1563	1572	abstract	depression	DDF	target	1501	1507	abstract	mothers	human
39187187	student_A	1563	1572	abstract	depression	DDF	target	1716	1723	abstract	children	human
39187187	student_A	1622	1642	abstract	intestinal microbiota	microbiome	located in	1501	1507	abstract	mothers	human
39187187	student_A	1622	1642	abstract	intestinal microbiota	microbiome	is linked to	1541	1557	abstract	childhood anxiety	DDF
39187187	student_A	1622	1642	abstract	intestinal microbiota	microbiome	is linked to	1563	1572	abstract	depression	DDF
39187187	student_A	1622	1642	abstract	intestinal microbiota	microbiome	is linked to	1694	1711	abstract	anxiety/depression	DDF
39187187	student_A	1694	1711	abstract	anxiety/depression	DDF	target	1716	1723	abstract	children	human


35788394	student_A	54	79	title	sulforaphane glucosinolate	chemical	impact	84	97	title	gut microbiota	microbiome
35788394	student_A	84	97	title	gut microbiota	microbiome	located in	102	116	title	adult offspring	animal
35788394	student_A	117	142	abstract	sulforaphane glucosinolate	chemical	influence	164	187	abstract	behavioral abnormalities	DDF
35788394	student_A	145	147	abstract	SGS	chemical	influence	164	187	abstract	behavioral abnormalities	DDF
35788394	student_A	164	187	abstract	behavioral abnormalities	DDF	target	192	200	abstract	offspring	animal
35788394	student_A	312	314	abstract	SGS	chemical	impact	377	390	abstract	gut microbiota	microbiome
35788394	student_A	377	390	abstract	gut microbiota	microbiome	located in	399	407	abstract	offspring	animal
35788394	student_A	432	434	abstract	SGS	chemical	impact	532	545	abstract	gut microbiota	microbiome
35788394	student_A	532	545	abstract	gut microbiota	microbiome	located in	550	569	abstract	3-week-old offspring	animal
35788394	student_A	532	545	abstract	gut microbiota	microbiome	located in	572	583	abstract	SGS-3W group	animal
35788394	student_A	532	545	abstract	gut microbiota	microbiome	located in	590	610	abstract	10-week-old offspring	animal
35788394	student_A	532	545	abstract	gut microbiota	microbiome	located in	613	625	abstract	SGS-10W group	animal
35788394	student_A	1050	1067	abstract	lipopolysaccharide	chemical	impact	1331	1344	abstract	gut microbiota	microbiome
35788394	student_A	1070	1072	abstract	LPS	chemical	impact	1331	1344	abstract	gut microbiota	microbiome
35788394	student_A	1237	1249	abstract	genus Blautia	bacteria	part of	1331	1344	abstract	gut microbiota	microbiome
35788394	student_A	1255	1258	abstract	IL-6	chemical	impact	1237	1249	abstract	genus Blautia	bacteria
35788394	student_A	1264	1268	abstract	TNF-α	chemical	impact	1237	1249	abstract	genus Blautia	bacteria
35788394	student_A	1331	1344	abstract	gut microbiota	microbiome	located in	1361	1369	abstract	offspring	animal
35788394	student_A	1433	1435	abstract	SGS	chemical	impact	1570	1583	abstract	gut microbiota	microbiome
35788394	student_A	1433	1435	abstract	SGS	chemical	influence	1705	1740	abstract	stress-related psychiatric disorders	DDF
35788394	student_A	1570	1583	abstract	gut microbiota	microbiome	located in	1517	1531	abstract	adult offspring	animal
35788394	student_A	1622	1635	abstract	gut microbiota	microbiome	is linked to	1705	1740	abstract	stress-related psychiatric disorders	DDF
35788394	student_A	1622	1635	abstract	gut microbiota	microbiome	located in	1749	1757	abstract	offspring	animal
35788394	student_A	1705	1740	abstract	stress-related psychiatric disorders	DDF	target	1749	1757	abstract	offspring	animal


38960582	student_A	68	116	title	stage-specific gut-microbiome-derived metabolites	chemical	influence	121	142	title	intracranial aneurysms	DDF
38960582	student_A	44	57	abstract	gut microbiota	microbiome	is linked to	84	105	abstract	intracranial aneurysms	DDF
38960582	student_A	44	57	abstract	gut microbiota	microbiome	is linked to	108	109	abstract	IA	DDF
38960582	student_A	230	242	abstract	unruptured IA	DDF	target	216	223	abstract	patients	human
38960582	student_A	245	247	abstract	UIA	DDF	target	216	223	abstract	patients	human
38960582	student_A	263	273	abstract	ruptured IA	DDF	target	216	223	abstract	patients	human
38960582	student_A	276	278	abstract	RIA	DDF	target	216	223	abstract	patients	human
38960582	student_A	721	731	abstract	metabolites	chemical	produced by	688	701	abstract	gut microbiota	microbiome
38960582	student_A	780	801	abstract	tryptophan metabolites	chemical	influence	878	880	abstract	RIA	DDF
38960582	student_A	817	831	abstract	indoxyl sulfate	chemical	influence	878	880	abstract	RIA	DDF
38960582	student_A	834	835	abstract	IS	chemical	influence	878	880	abstract	RIA	DDF
38960582	student_A	935	961	abstract	indole-producing microbiota	bacteria	part of	980	993	abstract	gut microbiome	microbiome
38960582	student_A	1119	1121	abstract	RIA	DDF	target	1132	1139	abstract	patients	human
38960582	student_A	1128	1130	abstract	UIA	DDF	target	1132	1139	abstract	patients	human
38960582	student_A	1206	1216	abstract	antibiotics	drug	change effect	1178	1201	abstract	Gut microbiota depletion	DDF
38960582	student_A	1261	1262	abstract	IA	DDF	target	1289	1292	abstract	mice	animal
38960582	student_A	1421	1422	abstract	IS	chemical	influence	1447	1470	abstract	gut microbiota depletion	DDF
38960582	student_A	1598	1600	abstract	RIA	DDF	target	1611	1618	abstract	patients	human
38960582	student_A	1607	1609	abstract	UIA	DDF	target	1611	1618	abstract	patients	human
38960582	student_A	1693	1694	abstract	IS	chemical	influence	1699	1717	abstract	elastin degradation	DDF


36558556	student_B	14	35	title	Breast Milk Microbiota	microbiome	compared to	59	79	title	Infant Gut Microbiota	microbiome
36558556	student_B	20	41	abstract	breast milk microbiota	microbiome	compared to	50	72	abstract	infant’s gut microbiota	microbiome
36558556	student_B	130	151	abstract	breast milk microbiota	microbiome	compared to	193	206	abstract	gut microbiota	microbiome
36558556	student_B	130	151	abstract	breast milk microbiota	microbiome	located in	211	218	abstract	newborns	human
36558556	student_B	193	206	abstract	gut microbiota	microbiome	located in	211	218	abstract	newborns	human
36558556	student_B	211	218	abstract	newborns	human	used by	515	551	abstract	16S rRNA second-generation sequencing	biomedical technique
36558556	student_B	211	218	abstract	newborns	human	used by	557	570	abstract	SCFA detection	biomedical technique
36558556	student_B	597	606	abstract	Firmicutes	bacteria	part of	680	715	abstract	dominated breast milk gut microbiota	microbiome
36558556	student_B	612	627	abstract	Actinobacteriota	bacteria	part of	680	715	abstract	dominated breast milk gut microbiota	microbiome
36558556	student_B	642	651	abstract	Firmicutes	bacteria	part of	680	715	abstract	dominated breast milk gut microbiota	microbiome
36558556	student_B	657	670	abstract	Proteobacteria	bacteria	part of	680	715	abstract	dominated breast milk gut microbiota	microbiome
36558556	student_B	754	775	abstract	breast milk microbiota	microbiome	compared to	785	805	abstract	infant gut microbiota	microbiome
36558556	student_B	847	868	abstract	breast milk microbiota	microbiome	compared to	905	918	abstract	infants’ SCFAs	microbiome
36558556	student_B	847	868	abstract	breast milk microbiota	microbiome	located in	927	945	abstract	breastfeeding group	human
36558556	student_B	847	868	abstract	breast milk microbiota	microbiome	located in	959	977	abstract	mixed feeding group	human
36558556	student_B	905	918	abstract	infants’ SCFAs	microbiome	located in	927	945	abstract	breastfeeding group	human
36558556	student_B	905	918	abstract	infants’ SCFAs	microbiome	located in	959	977	abstract	mixed feeding group	human
36558556	student_B	1003	1024	abstract	breast milk microbiota	microbiome	compared to	1067	1087	abstract	infant gut microbiota	microbiome
36558556	student_B	1100	1110	abstract	key strains	bacteria	part of	1067	1087	abstract	infant gut microbiota	microbiome
36558556	student_B	1148	1160	abstract	Lactobacillus	bacteria	part of	1067	1087	abstract	infant gut microbiota	microbiome
36558556	student_B	1163	1177	abstract	Bifidobacterium	bacteria	part of	1067	1087	abstract	infant gut microbiota	microbiome
36558556	student_B	1184	1195	abstract	Enterobacter	bacteria	part of	1067	1087	abstract	infant gut microbiota	microbiome
36558556	student_B	1221	1242	abstract	breast milk microbiota	microbiome	compared to	1247	1267	abstract	infant gut microbiota	microbiome
36558556	student_B	1408	1412	abstract	SCFAs	chemical	produced by	1221	1242	abstract	breast milk microbiota	microbiome
36558556	student_B	1408	1412	abstract	SCFAs	chemical	produced by	1247	1267	abstract	infant gut microbiota	microbiome


35956326	student_A	27	42	title	Maternal Obesity	DDF	change abundance	102	120	title	Maternal Microbiota	microbiome
35956326	student_A	102	120	title	Maternal Microbiota	microbiome	is linked to	64	91	title	Neurodevelopmental Disorders	DDF
35956326	student_A	0	6	abstract	Obesity	DDF	affect	142	180	abstract	low-grade chronic systemic inflammation	DDF
35956326	student_A	549	561	abstract	inflamed womb	DDF	affect	345	353	abstract	dysbiosis	DDF
35956326	student_A	733	770	abstract	maternal obesity-related gut dysbiosis	DDF	change abundance	1176	1194	abstract	maternal microbiota	microbiome
35956326	student_A	791	802	abstract	inflammation	DDF	change abundance	1176	1194	abstract	maternal microbiota	microbiome
35956326	student_A	1079	1094	abstract	maternal obesity	DDF	change abundance	1176	1194	abstract	maternal microbiota	microbiome
35956326	student_A	1122	1133	abstract	inflammation	DDF	change abundance	1176	1194	abstract	maternal microbiota	microbiome
35956326	student_A	1139	1154	abstract	oxidative stress	DDF	change abundance	1176	1194	abstract	maternal microbiota	microbiome
35956326	student_A	1176	1194	abstract	maternal microbiota	microbiome	is linked to	663	678	abstract	mental disorders	DDF


39139979	student_A	81	105	title	polycystic ovary syndrome	DDF	target	70	74	title	women	human
39139979	student_A	81	105	title	polycystic ovary syndrome	DDF	target	56	80	abstract	women of reproductive age	human
39139979	student_A	81	105	title	polycystic ovary syndrome	DDF	target	434	438	abstract	women	human
39139979	student_A	0	24	abstract	Polycystic Ovary Syndrome	DDF	target	70	74	title	women	human
39139979	student_A	0	24	abstract	Polycystic Ovary Syndrome	DDF	target	56	80	abstract	women of reproductive age	human
39139979	student_A	0	24	abstract	Polycystic Ovary Syndrome	DDF	target	434	438	abstract	women	human
39139979	student_A	27	30	abstract	PCOS	DDF	target	70	74	title	women	human
39139979	student_A	27	30	abstract	PCOS	DDF	target	56	80	abstract	women of reproductive age	human
39139979	student_A	27	30	abstract	PCOS	DDF	target	434	438	abstract	women	human
39139979	student_A	196	200	abstract	Kefir	food	impact	2071	2080	abstract	microbiota	microbiome
39139979	student_A	196	200	abstract	Kefir	food	impact	1860	1872	abstract	class Bacilli	bacteria
39139979	student_A	196	200	abstract	Kefir	food	impact	1878	1901	abstract	genus <i>Lactococcus</i>	bacteria
39139979	student_A	196	200	abstract	Kefir	food	impact	1932	1954	abstract	genus <i>Holdemania</i>	bacteria
39139979	student_A	280	283	abstract	PCOS	DDF	target	70	74	title	women	human
39139979	student_A	280	283	abstract	PCOS	DDF	target	56	80	abstract	women of reproductive age	human
39139979	student_A	280	283	abstract	PCOS	DDF	target	434	438	abstract	women	human
39139979	student_A	339	343	abstract	kefir	food	impact	2071	2080	abstract	microbiota	microbiome
39139979	student_A	339	343	abstract	kefir	food	impact	1860	1872	abstract	class Bacilli	bacteria
39139979	student_A	339	343	abstract	kefir	food	impact	1878	1901	abstract	genus <i>Lactococcus</i>	bacteria
39139979	student_A	339	343	abstract	kefir	food	impact	1932	1954	abstract	genus <i>Holdemania</i>	bacteria
39139979	student_A	397	400	abstract	PCOS	DDF	target	434	438	abstract	women	human
39139979	student_A	397	400	abstract	PCOS	DDF	target	70	74	title	women	human
39139979	student_A	397	400	abstract	PCOS	DDF	target	56	80	abstract	women of reproductive age	human
39139979	student_A	445	448	abstract	PCOS	DDF	target	70	74	title	women	human
39139979	student_A	445	448	abstract	PCOS	DDF	target	56	80	abstract	women of reproductive age	human
39139979	student_A	445	448	abstract	PCOS	DDF	target	434	438	abstract	women	human
39139979	student_A	473	477	abstract	kefir	food	impact	2071	2080	abstract	microbiota	microbiome
39139979	student_A	473	477	abstract	kefir	food	impact	1860	1872	abstract	class Bacilli	bacteria
39139979	student_A	473	477	abstract	kefir	food	impact	1878	1901	abstract	genus <i>Lactococcus</i>	bacteria
39139979	student_A	473	477	abstract	kefir	food	impact	1932	1954	abstract	genus <i>Holdemania</i>	bacteria
39139979	student_A	2022	2026	abstract	kefir	food	impact	2071	2080	abstract	microbiota	microbiome
39139979	student_A	2022	2026	abstract	kefir	food	impact	1860	1872	abstract	class Bacilli	bacteria
39139979	student_A	2022	2026	abstract	kefir	food	impact	1878	1901	abstract	genus <i>Lactococcus</i>	bacteria
39139979	student_A	2022	2026	abstract	kefir	food	impact	1932	1954	abstract	genus <i>Holdemania</i>	bacteria
39139979	student_A	2168	2171	abstract	PCOS	DDF	target	70	74	title	women	human
39139979	student_A	2168	2171	abstract	PCOS	DDF	target	56	80	abstract	women of reproductive age	human
39139979	student_A	2168	2171	abstract	PCOS	DDF	target	434	438	abstract	women	human
39139979	student_A	2185	2189	abstract	kefir	food	impact	1860	1872	abstract	class Bacilli	bacteria
39139979	student_A	2185	2189	abstract	kefir	food	impact	1878	1901	abstract	genus <i>Lactococcus</i>	bacteria
39139979	student_A	2185	2189	abstract	kefir	food	impact	1932	1954	abstract	genus <i>Holdemania</i>	bacteria
39139979	student_A	2185	2189	abstract	kefir	food	impact	2071	2080	abstract	microbiota	microbiome


35562885	student_B	4	17	title	Gut Microbiome	microbiome	is linked to	22	31	title	Depression	DDF
35562885	student_B	63	76	abstract	gut microbiome	microbiome	located in	87	125	abstract	patients with major depressive disorder	human
35562885	student_B	79	81	abstract	GMB	microbiome	located in	87	125	abstract	patients with major depressive disorder	human
35562885	student_B	128	130	abstract	MDD	DDF	change abundance	63	76	abstract	gut microbiome	microbiome
35562885	student_B	128	130	abstract	MDD	DDF	change abundance	79	81	abstract	GMB	microbiome
35562885	student_B	128	130	abstract	MDD	DDF	target	87	125	abstract	patients with major depressive disorder	human
35562885	student_B	852	904	abstract	Probiotic and synbiotic, but not prebiotic, treatment	dietary supplement	influence	128	130	abstract	MDD	DDF


33293403	student_A	0	46	title	Short-Chain Fatty Acid-Producing Gut Microbiota	chemical	influence	64	82	title	Parkinson's Disease	DDF
33293403	student_A	0	46	title	Short-Chain Fatty Acid-Producing Gut Microbiota	chemical	influence	95	136	title	Rapid-Eye-Movement Sleep Behavior Disorder	DDF
33293403	student_A	0	12	abstract	Gut dysbiosis	DDF	affect	88	140	abstract	idiopathic rapid-eye-movement sleep behavior disorder	DDF
33293403	student_A	0	12	abstract	Gut dysbiosis	DDF	affect	143	146	abstract	iRBD	DDF
33293403	student_A	187	205	abstract	α-synuclein fibrils	chemical	influence	215	216	abstract	PD	DDF
33293403	student_A	334	335	abstract	PD	DDF	target	301	313	abstract	iRBD patients	human
33293403	student_A	338	362	abstract	Early-stage gut dysbiosis	DDF	affect	435	438	abstract	iRBD	DDF
33293403	student_A	453	466	abstract	gut microbiota	microbiome	located in	474	486	abstract	iRBD patients	human
33293403	student_A	453	466	abstract	gut microbiota	microbiome	located in	496	503	abstract	controls	human
33293403	student_A	474	486	abstract	iRBD patients	human	used by	508	526	abstract	16S rRNA sequencing	biomedical technique
33293403	student_A	474	486	abstract	iRBD patients	human	used by	529	540	abstract	16S rRNA-seq	biomedical technique
33293403	student_A	496	503	abstract	controls	human	used by	508	526	abstract	16S rRNA sequencing	biomedical technique
33293403	student_A	496	503	abstract	controls	human	used by	529	540	abstract	16S rRNA-seq	biomedical technique
33293403	student_A	632	645	abstract	gut microbiota	microbiome	located in	654	664	abstract	PD patients	human
33293403	student_A	824	831	abstract	controls	human	used by	748	792	abstract	single-cell RNA sequencing (RNA-seq) analysis	biomedical technique
33293403	student_A	848	895	abstract	Short-chain fatty acid (SCFA)-producing bacteria	bacteria	located in	941	948	abstract	controls	human
33293403	student_A	848	895	abstract	Short-chain fatty acid (SCFA)-producing bacteria	bacteria	influence	1020	1021	abstract	PD	DDF
