pmid|annotator|subject_label|predicate|object_label
34371014|student_A|microbiome|used by|biomedical technique
34371014|student_A|microbiome|is linked to|DDF
34371014|student_A|chemical|influence|DDF
34371014|student_A|anatomical location|located in|human
38852801|student_A|bacteria|influence|DDF
38852801|student_A|chemical|located in|anatomical location
38852801|student_A|dietary supplement|influence|DDF
38852801|student_A|microbiome|is linked to|DDF
38852801|student_A|bacteria|part of|microbiome
38852801|student_A|bacteria|located in|animal
34032647|student_B|chemical|impact|bacteria
34032647|student_B|chemical|produced by|microbiome
34032647|student_B|chemical|located in|anatomical location
34032647|student_B|microbiome|is linked to|DDF
34032647|student_B|chemical|influence|DDF
31790727|student_A|DDF|change abundance|microbiome
31790727|student_A|drug|change effect|DDF
31790727|student_A|anatomical location|located in|animal
31790727|student_A|drug|impact|microbiome
31790727|student_A|microbiome|is linked to|DDF
31790727|student_A|DDF|target|animal
35275538|student_A|DDF|target|human
35275538|student_A|DDF|affect|DDF
35275538|student_A|bacteria|influence|DDF
35275538|student_A|microbiome|located in|human
35275538|student_A|bacteria|part of|microbiome
35741624|student_A|human|used by|biomedical technique
39426041|student_A|DDF|target|human
39426041|student_A|DDF|change abundance|bacteria
39426041|student_A|DDF|affect|DDF
39426041|student_A|bacteria|influence|DDF
39426041|student_A|microbiome|located in|human
39426041|student_A|microbiome|is linked to|DDF
39426041|student_A|bacteria|interact|chemical
39426041|student_A|chemical|part of|chemical
36240098|student_B|DDF|target|human
36240098|student_B|drug|change expression|gene
36240098|student_B|microbiome|change expression|gene
36240098|student_B|human|used by|biomedical technique
36240098|student_B|bacteria|influence|DDF
36240098|student_B|drug|change effect|DDF
36240098|student_B|bacteria|change expression|gene
36240098|student_B|drug|impact|bacteria
36240098|student_B|microbiome|is linked to|DDF
36240098|student_B|bacteria|part of|microbiome
35400445|student_B|DDF|affect|DDF
35400445|student_B|bacteria|interact|chemical
35400445|student_B|DDF|target|animal
35400445|student_B|chemical|interact|chemical
35400445|student_B|dietary supplement|impact|bacteria
35400445|student_B|bacteria|influence|DDF
35400445|student_B|dietary supplement|impact|microbiome
35400445|student_B|drug|change effect|DDF
35400445|student_B|chemical|located in|anatomical location
35400445|student_B|microbiome|located in|anatomical location
35400445|student_B|chemical|influence|DDF
35400445|student_B|drug|impact|microbiome
35400445|student_B|DDF|change abundance|bacteria
35400445|student_B|DDF|strike|anatomical location
35400445|student_B|chemical|impact|bacteria
35400445|student_B|chemical|impact|microbiome
35400445|student_B|chemical|produced by|microbiome
35400445|student_B|dietary supplement|influence|DDF
35400445|student_B|bacteria|interact|bacteria
35400445|student_B|microbiome|is linked to|DDF
35731901|student_A|DDF|change abundance|microbiome
35731901|student_A|chemical|influence|DDF
35405323|student_A|DDF|affect|DDF
39078446|student_A|dietary supplement|influence|DDF
39110402|student_A|microbiome|is linked to|DDF
32290475|student_A|DDF|target|human
32290475|student_A|DDF|interact|chemical
32290475|student_A|chemical|impact|bacteria
32290475|student_A|drug|change effect|DDF
32290475|student_A|microbiome|located in|human
32290475|student_A|chemical|located in|anatomical location
32290475|student_A|bacteria|part of|microbiome
32290475|student_A|microbiome|is linked to|DDF
32290475|student_A|chemical|influence|DDF
32290475|student_A|bacteria|interact|chemical
32089785|student_A|DDF|target|human
32089785|student_A|DDF|affect|DDF
32089785|student_A|bacteria|influence|DDF
32089785|student_A|microbiome|located in|human
32089785|student_A|microbiome|located in|anatomical location
32089785|student_A|bacteria|part of|microbiome
32089785|student_A|microbiome|is linked to|DDF
32089785|student_A|chemical|influence|DDF
39121711|student_A|DDF|target|human
39121711|student_A|bacteria|influence|DDF
39121711|student_A|DDF|change abundance|bacteria
39121711|student_A|microbiome|is linked to|DDF
39335452|student_B|anatomical location|located in|human
39335452|student_B|microbiome|used by|biomedical technique
39335452|student_B|microbiome|located in|human
39335452|student_B|bacteria|part of|microbiome
32252363|student_A|chemical|located in|anatomical location
32252363|student_A|chemical|impact|microbiome
32252363|student_A|chemical|influence|DDF
35743087|student_B|DDF|target|human
35743087|student_B|microbiome|located in|human
35743087|student_B|microbiome|is linked to|DDF
36293176|student_A|DDF|target|human
36293176|student_A|DDF|affect|DDF
36293176|student_A|DDF|change abundance|microbiome
36293176|student_A|drug|change effect|DDF
36293176|student_A|dietary supplement|influence|DDF
36293176|student_A|microbiome|is linked to|DDF
36293176|student_A|drug|impact|microbiome
38901183|student_A|chemical|impact|bacteria
38901183|student_A|bacteria|influence|DDF
38901183|student_A|chemical|impact|microbiome
38901183|student_A|chemical|located in|anatomical location
38901183|student_A|microbiome|located in|anatomical location
38901183|student_A|microbiome|is linked to|DDF
38901183|student_A|chemical|influence|DDF
35607987|student_A|DDF|target|human
35607987|student_A|DDF|affect|DDF
35607987|student_A|chemical|produced by|microbiome
35607987|student_A|human|used by|biomedical technique
34909657|student_A|DDF|affect|DDF
38732043|student_B|dietary supplement|influence|DDF
38732043|student_B|chemical|influence|DDF
38732043|student_B|microbiome|located in|anatomical location
38732043|student_B|chemical|located in|anatomical location
35157987|student_A|DDF|target|animal
35157987|student_A|drug|change effect|DDF
34243604|student_A|chemical|located in|anatomical location
34243604|student_A|DDF|interact|chemical
34243604|student_A|chemical|produced by|microbiome
34243604|student_A|chemical|influence|DDF
38801922|student_B|DDF|change abundance|microbiome
38801922|student_B|bacteria|influence|DDF
38801922|student_B|microbiome|used by|biomedical technique
38801922|student_B|microbiome|is linked to|DDF
38801922|student_B|bacteria|part of|microbiome
33262001|student_B|DDF|affect|DDF
33262001|student_B|microbiome|located in|human
33262001|student_B|chemical|influence|DDF
32105745|student_A|chemical|impact|bacteria
32105745|student_A|DDF|affect|DDF
32105745|student_A|chemical|impact|microbiome
32105745|student_A|drug|change effect|DDF
32105745|student_A|drug|impact|bacteria
32105745|student_A|anatomical location|located in|animal
32105745|student_A|bacteria|part of|microbiome
32105745|student_A|drug|impact|microbiome
32105745|student_A|chemical|influence|DDF
32105745|student_A|DDF|target|animal
32768944|student_A|DDF|strike|anatomical location
32768944|student_A|microbiome|located in|animal
32768944|student_A|chemical|located in|animal
32768944|student_A|chemical|impact|microbiome
32768944|student_A|microbiome|located in|anatomical location
32768944|student_A|microbiome|is linked to|DDF
32768944|student_A|chemical|influence|DDF
37960284|student_A|DDF|affect|DDF
37960284|student_A|microbiome|is linked to|DDF
34370175|student_A|microbiome|located in|anatomical location
34370175|student_A|dietary supplement|influence|DDF
34370175|student_A|microbiome|is linked to|DDF
35308288|student_B|anatomical location|located in|animal
35308288|student_B|chemical|impact|microbiome
35308288|student_B|dietary supplement|impact|microbiome
35308288|student_B|chemical|influence|DDF
36402501|student_A|microbiome|is linked to|DDF
38963982|student_A|drug|impact|microbiome
38963982|student_A|DDF|target|animal
38963982|student_A|drug|change expression|gene
38963982|student_A|drug|change effect|DDF
39458270|student_A|DDF|target|human
39458270|student_A|DDF|change abundance|microbiome
39458270|student_A|bacteria|influence|DDF
39458270|student_A|microbiome|used by|biomedical technique
39458270|student_A|microbiome|is linked to|DDF
34530073|student_A|DDF|target|human
34530073|student_A|DDF|change abundance|bacteria
34530073|student_A|human|used by|biomedical technique
34530073|student_A|microbiome|located in|human
34530073|student_A|chemical|produced by|microbiome
34530073|student_A|bacteria|part of|microbiome
34530073|student_A|microbiome|used by|biomedical technique
34530073|student_A|microbiome|is linked to|DDF
34530073|student_A|chemical|influence|DDF
34569965|student_B|DDF|change abundance|microbiome
34569965|student_B|microbiome|located in|human
34569965|student_B|microbiome|located in|animal
34569965|student_B|microbiome|is linked to|DDF
36363733|student_B|DDF|target|human
36363733|student_B|chemical|impact|microbiome
36363733|student_B|dietary supplement|impact|microbiome
36363733|student_B|dietary supplement|influence|DDF
36363733|student_B|anatomical location|located in|human
35819136|student_B|drug|impact|microbiome
35819136|student_B|DDF|target|human
35819136|student_B|drug|change effect|DDF
35819136|student_B|chemical|produced by|microbiome
35572129|student_A|DDF|target|animal
35572129|student_A|DDF|target|human
35572129|student_A|DDF|change abundance|microbiome
35572129|student_A|chemical|influence|DDF
39092201|student_B|DDF|strike|anatomical location
39092201|student_B|chemical|located in|anatomical location
39092201|student_B|microbiome|located in|anatomical location
39092201|student_B|microbiome|is linked to|DDF
39092201|student_B|chemical|influence|DDF
39092201|student_B|animal|used by|biomedical technique
33194809|student_A|drug|impact|microbiome
33194809|student_A|drug|change effect|DDF
33194809|student_A|microbiome|is linked to|DDF
33194809|student_A|chemical|located in|anatomical location
33050862|student_B|dietary supplement|influence|DDF
33050862|student_B|dietary supplement|impact|microbiome
33050862|student_B|microbiome|is linked to|DDF
33050862|student_B|DDF|target|human
38999739|student_A|DDF|target|human
38999739|student_A|DDF|change abundance|bacteria
38999739|student_A|bacteria|influence|DDF
38999739|student_A|dietary supplement|impact|microbiome
38999739|student_A|drug|change effect|DDF
38999739|student_A|dietary supplement|influence|DDF
38999739|student_A|microbiome|is linked to|DDF
36168204|student_A|DDF|change abundance|microbiome
36168204|student_A|bacteria|influence|DDF
36168204|student_A|DDF|strike|anatomical location
36168204|student_A|bacteria|interact|drug
35076890|student_A|DDF|change abundance|microbiome
35076890|student_A|DDF|target|human
35076890|student_A|microbiome|located in|human
32317956|student_A|chemical|impact|bacteria
32317956|student_A|food|influence|DDF
32317956|student_A|chemical|impact|microbiome
32317956|student_A|chemical|located in|anatomical location
32317956|student_A|chemical|influence|DDF
32317956|student_A|bacteria|part of|microbiome
33418492|student_B|DDF|target|human
33418492|student_B|DDF|interact|chemical
33418492|student_B|DDF|affect|DDF
33418492|student_B|human|used by|biomedical technique
33418492|student_B|chemical|influence|DDF
34669122|student_A|DDF|is a|DDF
34669122|student_A|DDF|affect|DDF
34669122|student_A|drug|change effect|DDF
34669122|student_A|chemical|influence|DDF
35432048|student_B|dietary supplement|influence|DDF
35432048|student_B|microbiome|is linked to|DDF
36365032|student_B|DDF|target|human
36365032|student_B|microbiome|located in|human
36365032|student_B|human|used by|biomedical technique
35981685|student_B|DDF|target|human
35981685|student_B|microbiome|located in|animal
35981685|student_B|anatomical location|located in|animal
35981685|student_B|microbiome|is linked to|DDF
35981685|student_B|DDF|target|animal
36244970|student_A|DDF|target|human
36244970|student_A|bacteria|influence|DDF
36244970|student_A|microbiome|located in|human
36244970|student_A|chemical|influence|DDF
36244970|student_A|microbiome|used by|biomedical technique
36244970|student_A|microbiome|is linked to|DDF
36244970|student_A|bacteria|part of|microbiome
33889128|student_B|DDF|target|human
33889128|student_B|microbiome|located in|anatomical location
33889128|student_B|human|used by|biomedical technique
39260135|student_B|DDF|affect|DDF
39260135|student_B|DDF|change abundance|microbiome
39260135|student_B|chemical|impact|microbiome
39260135|student_B|dietary supplement|impact|microbiome
39260135|student_B|drug|change effect|DDF
39260135|student_B|microbiome|located in|anatomical location
39260135|student_B|dietary supplement|influence|DDF
39260135|student_B|microbiome|is linked to|DDF
39260135|student_B|chemical|influence|DDF
39260135|student_B|drug|impact|microbiome
33064969|student_A|microbiome|located in|animal
33064969|student_A|bacteria|influence|DDF
33064969|student_A|microbiome|located in|human
33064969|student_A|microbiome|is linked to|DDF
33064969|student_A|DDF|target|animal
38984896|student_A|DDF|target|human
38984896|student_A|microbiome|is linked to|DDF
32157731|student_A|microbiome|located in|animal
32157731|student_A|bacteria|influence|DDF
32157731|student_A|chemical|located in|animal
32157731|student_A|chemical|impact|microbiome
32157731|student_A|drug|change effect|DDF
32157731|student_A|chemical|influence|DDF
32157731|student_A|drug|impact|microbiome
32157731|student_A|dietary supplement|influence|DDF
32157731|student_A|animal|used by|biomedical technique
32157731|student_A|food|administered|human
32157731|student_A|DDF|target|animal
32157731|student_A|chemical|change expression|gene
36958817|student_A|DDF|target|human
36958817|student_A|DDF|strike|anatomical location
36958817|student_A|DDF|change abundance|microbiome
36958817|student_A|chemical|produced by|microbiome
36958817|student_A|chemical|influence|DDF
36466655|student_A|chemical|impact|bacteria
36466655|student_A|dietary supplement|impact|bacteria
36466655|student_A|bacteria|influence|DDF
36466655|student_A|chemical|produced by|microbiome
36466655|student_A|chemical|located in|anatomical location
36466655|student_A|dietary supplement|influence|DDF
36466655|student_A|microbiome|is linked to|DDF
36466655|student_A|bacteria|part of|microbiome
36466655|student_A|anatomical location|located in|human
35526743|student_B|DDF|target|human
35526743|student_B|chemical|produced by|microbiome
35526743|student_B|microbiome|located in|human
35526743|student_B|chemical|located in|anatomical location
35526743|student_B|microbiome|is linked to|DDF
35526743|student_B|anatomical location|located in|human
39371767|student_A|dietary supplement|influence|DDF
39371767|student_A|microbiome|is linked to|DDF
35151796|student_B|DDF|target|animal
35151796|student_B|anatomical location|located in|animal
35151796|student_B|microbiome|located in|animal
35151796|student_B|microbiome|is linked to|DDF
38097625|student_A|DDF|target|human
38097625|student_A|chemical|impact|bacteria
38097625|student_A|human|used by|biomedical technique
38097625|student_A|chemical|impact|microbiome
38097625|student_A|chemical|produced by|microbiome
38097625|student_A|microbiome|is linked to|DDF
39203714|student_A|DDF|affect|DDF
39203714|student_A|DDF|change abundance|microbiome
39203714|student_A|dietary supplement|influence|DDF
39203714|student_A|chemical|influence|DDF
39203714|student_A|chemical|part of|chemical
35837118|student_A|human|used by|biomedical technique
35837118|student_A|DDF|change abundance|microbiome
35837118|student_A|microbiome|used by|biomedical technique
35837118|student_A|microbiome|is linked to|DDF
35837118|student_A|chemical|influence|DDF
36615279|student_A|chemical|impact|microbiome
36615279|student_A|chemical|interact|chemical
36615279|student_A|chemical|influence|DDF
35303781|student_A|microbiome|is linked to|DDF
37179826|student_A|DDF|affect|DDF
39346901|student_A|bacteria|influence|DDF
39346901|student_A|drug|change effect|DDF
39346901|student_A|dietary supplement|influence|DDF
39346901|student_A|microbiome|is linked to|DDF
39346901|student_A|animal|used by|biomedical technique
34475403|student_A|DDF|change abundance|bacteria
34475403|student_A|DDF|interact|chemical
34475403|student_A|microbiome|located in|animal
34475403|student_A|chemical|produced by|microbiome
34475403|student_A|chemical|influence|DDF
34475403|student_A|bacteria|part of|microbiome
34475403|student_A|microbiome|used by|biomedical technique
34475403|student_A|microbiome|is linked to|DDF
34475403|student_A|animal|used by|biomedical technique
34475403|student_A|DDF|target|animal
36687704|student_A|dietary supplement|influence|DDF
36687704|student_A|DDF|interact|chemical
36687704|student_A|dietary supplement|impact|microbiome
36687704|student_A|chemical|located in|anatomical location
38931307|student_A|DDF|target|human
38931307|student_A|chemical|impact|bacteria
38931307|student_A|microbiome|located in|animal
38931307|student_A|chemical|impact|microbiome
38931307|student_A|chemical|produced by|microbiome
38931307|student_A|microbiome|is linked to|DDF
38931307|student_A|chemical|influence|DDF
38931307|student_A|DDF|target|animal
38896988|student_A|DDF|target|animal
38896988|student_A|DDF|affect|DDF
38896988|student_A|chemical|located in|anatomical location
35599496|student_A|drug|change expression|gene
35599496|student_A|DDF|affect|DDF
35599496|student_A|microbiome|located in|animal
35599496|student_A|microbiome|change expression|gene
35599496|student_A|DDF|is a|DDF
35599496|student_A|drug|impact|microbiome
35599496|student_A|microbiome|is linked to|DDF
35599496|student_A|DDF|target|animal
33571701|student_A|dietary supplement|influence|DDF
33571701|student_A|DDF|affect|DDF
33092396|student_A|DDF|target|human
33092396|student_A|anatomical location|located in|human
33092396|student_A|DDF|affect|DDF
33092396|student_A|dietary supplement|influence|DDF
35203645|student_B|DDF|affect|DDF
35203645|student_B|chemical|impact|microbiome
35203645|student_B|chemical|located in|anatomical location
35203645|student_B|chemical|influence|DDF
35203645|student_B|bacteria|part of|microbiome
39126817|student_A|dietary supplement|influence|DDF
39126817|student_A|dietary supplement|impact|microbiome
39203794|student_A|DDF|target|human
39203794|student_A|DDF|affect|DDF
39203794|student_A|human|used by|biomedical technique
39203794|student_A|DDF|change abundance|microbiome
39203794|student_A|bacteria|influence|DDF
39203794|student_A|microbiome|located in|human
39203794|student_A|bacteria|interact|bacteria
39203794|student_A|microbiome|used by|biomedical technique
39203794|student_A|microbiome|is linked to|DDF
39203794|student_A|bacteria|interact|chemical
36364961|student_B|dietary supplement|influence|DDF
36364961|student_B|dietary supplement|impact|microbiome
36364961|student_B|microbiome|is linked to|DDF
35157946|student_A|DDF|change abundance|microbiome
35157946|student_A|DDF|target|human
35157946|student_A|microbiome|is linked to|DDF
33662500|student_A|food|impact|microbiome
33662500|student_A|food|impact|bacteria
33662500|student_A|animal|used by|biomedical technique
34571840|student_A|bacteria|influence|DDF
34571840|student_A|DDF|affect|DDF
34571840|student_A|microbiome|is linked to|DDF
31737957|student_A|DDF|target|human
31737957|student_A|DDF|affect|DDF
31737957|student_A|drug|change effect|DDF
31737957|student_A|microbiome|is linked to|DDF
31737957|student_A|drug|impact|microbiome
35937875|student_A|DDF|target|human
35937875|student_A|drug|change effect|DDF
35937875|student_A|microbiome|located in|human
35937875|student_A|chemical|produced by|microbiome
35937875|student_A|microbiome|used by|biomedical technique
35937875|student_A|microbiome|is linked to|DDF
35937875|student_A|bacteria|part of|microbiome
35937875|student_A|drug|impact|microbiome
36543925|student_A|DDF|target|human
36543925|student_A|microbiome|located in|animal
36543925|student_A|microbiome|change expression|gene
36543925|student_A|dietary supplement|change expression|gene
36543925|student_A|bacteria|influence|DDF
36543925|student_A|drug|change effect|DDF
36543925|student_A|microbiome|located in|human
36543925|student_A|chemical|located in|anatomical location
36543925|student_A|microbiome|is linked to|DDF
36543925|student_A|bacteria|part of|microbiome
36543925|student_A|DDF|target|animal
39360304|student_A|DDF|affect|DDF
39360304|student_A|microbiome|located in|animal
39360304|student_A|DDF|change abundance|microbiome
39360304|student_A|microbiome|used by|biomedical technique
39360304|student_A|animal|used by|biomedical technique
39360304|student_A|DDF|target|animal
39456245|student_A|microbiome|located in|human
39456245|student_A|human|used by|biomedical technique
32987244|student_A|DDF|affect|DDF
32987244|student_A|food|influence|DDF
32987244|student_A|chemical|influence|DDF
38974216|student_B|DDF|change abundance|microbiome
38974216|student_B|microbiome|is linked to|DDF
38974216|student_B|chemical|influence|DDF
32710966|student_A|DDF|strike|anatomical location
32710966|student_A|chemical|located in|anatomical location
32710966|student_A|anatomical location|located in|animal
32710966|student_A|chemical|influence|DDF
32710966|student_A|chemical|interact|chemical
34896331|student_A|DDF|interact|chemical
34896331|student_A|microbiome|is linked to|DDF
34896331|student_A|chemical|produced by|microbiome
34896331|student_A|chemical|influence|DDF
38928361|student_B|DDF|target|human
38928361|student_B|DDF|affect|DDF
38928361|student_B|drug|change effect|DDF
38928361|student_B|microbiome|located in|anatomical location
38928361|student_B|microbiome|is linked to|DDF
39331265|student_A|DDF|change abundance|microbiome
39331265|student_A|chemical|impact|microbiome
39331265|student_A|chemical|produced by|microbiome
39331265|student_A|microbiome|is linked to|DDF
39331265|student_A|chemical|influence|DDF
39331265|student_A|chemical|change expression|gene
36075637|student_B|DDF|affect|DDF
33573273|student_A|chemical|impact|bacteria
33573273|student_A|chemical|produced by|microbiome
33573273|student_A|chemical|located in|anatomical location
31854093|student_B|DDF|strike|anatomical location
31854093|student_B|DDF|affect|DDF
31854093|student_B|bacteria|influence|DDF
31854093|student_B|anatomical location|located in|animal
31854093|student_B|animal|used by|biomedical technique
31854093|student_B|chemical|influence|DDF
35464431|student_A|DDF|affect|DDF
35464431|student_A|microbiome|located in|anatomical location
35464431|student_A|dietary supplement|influence|DDF
35464431|student_A|microbiome|is linked to|DDF
35464431|student_A|DDF|target|animal
32894625|student_A|DDF|target|human
32894625|student_A|DDF|affect|DDF
34835406|student_A|dietary supplement|impact|microbiome
34835406|student_A|microbiome|used by|biomedical technique
34835406|student_A|microbiome|is linked to|DDF
36569929|student_A|DDF|change abundance|microbiome
36569929|student_A|DDF|affect|DDF
36569929|student_A|microbiome|is linked to|DDF
36569929|student_A|chemical|influence|DDF
35041424|student_A|food|influence|DDF
35041424|student_A|microbiome|is linked to|DDF
37490970|student_A|DDF|target|human
37490970|student_A|bacteria|influence|DDF
37490970|student_A|microbiome|located in|human
37490970|student_A|microbiome|is linked to|DDF
37490970|student_A|chemical|influence|DDF
35844606|student_B|microbiome|located in|anatomical location
35844606|student_B|microbiome|is linked to|DDF
33935107|student_A|chemical|produced by|microbiome
35879588|student_A|DDF|target|human
35879588|student_A|dietary supplement|influence|DDF
35879588|student_A|microbiome|located in|human
35879588|student_A|microbiome|is linked to|DDF
32244373|student_B|chemical|impact|microbiome
32244373|student_B|DDF|affect|DDF
32244373|student_B|food|influence|DDF
39339804|student_B|food|impact|bacteria
39339804|student_B|DDF|affect|DDF
39339804|student_B|dietary supplement|impact|bacteria
39339804|student_B|dietary supplement|impact|microbiome
39339804|student_B|microbiome|located in|human
39339804|student_B|microbiome|located in|anatomical location
39339804|student_B|bacteria|part of|microbiome
39339804|student_B|microbiome|compared to|microbiome
39339804|student_B|food|impact|microbiome
38776563|student_A|DDF|target|human
38776563|student_A|microbiome|located in|anatomical location
38776563|student_A|DDF|affect|DDF
38776563|student_A|microbiome|is linked to|DDF
39106786|student_A|microbiome|is linked to|DDF
33549028|student_A|microbiome|located in|anatomical location
33549028|student_A|microbiome|is linked to|DDF
32247371|student_A|DDF|target|human
32247371|student_A|microbiome|located in|human
32247371|student_A|drug|change effect|DDF
32247371|student_A|microbiome|is linked to|DDF
39089603|student_A|DDF|target|human
39089603|student_A|DDF|affect|DDF
39089603|student_A|bacteria|influence|DDF
39089603|student_A|microbiome|used by|biomedical technique
39089603|student_A|microbiome|is linked to|DDF
34402617|student_A|microbiome|used by|biomedical technique
33390888|student_A|dietary supplement|influence|DDF
33390888|student_A|drug|change effect|DDF
33138351|student_A|microbiome|is linked to|DDF
33138351|student_A|chemical|influence|DDF
38848976|student_B|microbiome|change expression|gene
38848976|student_B|drug|change effect|DDF
38848976|student_B|bacteria|change expression|gene
38848976|student_B|microbiome|used by|biomedical technique
38848976|student_B|microbiome|is linked to|DDF
38848976|student_B|bacteria|part of|microbiome
38848976|student_B|chemical|change expression|gene
39364125|student_B|DDF|target|human
39364125|student_B|DDF|change abundance|bacteria
39364125|student_B|DDF|affect|DDF
39364125|student_B|DDF|change abundance|microbiome
39364125|student_B|microbiome|located in|human
39364125|student_B|microbiome|located in|anatomical location
39364125|student_B|microbiome|is linked to|DDF
39337263|student_A|DDF|change abundance|microbiome
39337263|student_A|DDF|target|human
39337263|student_A|DDF|affect|DDF
39337263|student_A|microbiome|is linked to|DDF
35245613|student_A|DDF|target|human
35245613|student_A|bacteria|influence|DDF
35245613|student_A|DDF|strike|anatomical location
35245613|student_A|microbiome|is linked to|DDF
35367961|student_A|microbiome|is linked to|DDF
35444255|student_B|DDF|target|human
35444255|student_B|human|used by|biomedical technique
35444255|student_B|DDF|change abundance|microbiome
35444255|student_B|chemical|produced by|microbiome
35444255|student_B|microbiome|used by|biomedical technique
35444255|student_B|microbiome|is linked to|DDF
35444255|student_B|bacteria|part of|microbiome
38057970|student_A|DDF|target|human
31968211|student_A|microbiome|located in|anatomical location
31968211|student_A|microbiome|located in|human
31968211|student_A|microbiome|is linked to|DDF
31968211|student_A|anatomical location|located in|human
34358037|student_A|bacteria|influence|DDF
34358037|student_A|DDF|affect|DDF
34358037|student_A|microbiome|is linked to|DDF
36235622|student_A|bacteria|influence|DDF
36235622|student_A|DDF|affect|DDF
36235622|student_A|dietary supplement|influence|DDF
35207483|student_B|dietary supplement|influence|DDF
35207483|student_B|drug|change effect|DDF
31931152|student_A|DDF|target|human
31931152|student_A|dietary supplement|influence|DDF
31931152|student_A|microbiome|is linked to|DDF
39360531|student_A|DDF|target|human
39360531|student_A|chemical|influence|DDF
39386896|student_B|DDF|target|human
39386896|student_B|DDF|change abundance|bacteria
39386896|student_B|microbiome|located in|human
39386896|student_B|chemical|located in|anatomical location
39386896|student_B|microbiome|located in|anatomical location
39386896|student_B|microbiome|used by|biomedical technique
39386896|student_B|microbiome|is linked to|DDF
33338469|student_B|DDF|strike|anatomical location
33338469|student_B|chemical|impact|bacteria
33338469|student_B|bacteria|influence|DDF
33338469|student_B|chemical|influence|DDF
33338469|student_B|bacteria|interact|chemical
33338469|student_B|chemical|part of|chemical
33338469|student_B|chemical|interact|chemical
35603160|student_A|DDF|target|human
35603160|student_A|DDF|change abundance|bacteria
35603160|student_A|DDF|affect|DDF
35603160|student_A|human|used by|biomedical technique
35603160|student_A|chemical|influence|DDF
35603160|student_A|bacteria|part of|microbiome
39027446|student_A|DDF|change abundance|bacteria
39027446|student_A|DDF|interact|chemical
39027446|student_A|DDF|target|human
39027446|student_A|DDF|affect|DDF
39027446|student_A|DDF|change abundance|microbiome
39027446|student_A|bacteria|influence|DDF
39027446|student_A|drug|change effect|DDF
39027446|student_A|chemical|produced by|microbiome
39027446|student_A|dietary supplement|influence|DDF
39027446|student_A|bacteria|interact|bacteria
39027446|student_A|microbiome|is linked to|DDF
39027446|student_A|chemical|part of|chemical
39027446|student_A|chemical|interact|chemical
38735387|student_A|DDF|affect|DDF
38735387|student_A|drug|change effect|DDF
38735387|student_A|bacteria|change expression|gene
36362150|student_A|DDF|affect|DDF
36362150|student_A|DDF|change abundance|microbiome
36362150|student_A|bacteria|influence|DDF
36362150|student_A|chemical|located in|anatomical location
36362150|student_A|microbiome|is linked to|DDF
38863592|student_A|DDF|target|human
38863592|student_A|food|influence|DDF
38863592|student_A|microbiome|located in|human
38863592|student_A|dietary supplement|influence|DDF
38863592|student_A|food|impact|microbiome
35715396|student_A|DDF|target|human
35715396|student_A|microbiome|used by|biomedical technique
35715396|student_A|microbiome|located in|human
35715396|student_A|bacteria|located in|human
35508109|student_B|microbiome|located in|animal
35508109|student_B|microbiome|change expression|gene
35508109|student_B|dietary supplement|influence|DDF
35508109|student_B|animal|used by|biomedical technique
35508109|student_B|DDF|target|animal
35342048|student_A|DDF|change abundance|microbiome
35342048|student_A|DDF|target|human
35342048|student_A|chemical|impact|microbiome
35342048|student_A|microbiome|used by|biomedical technique
31654753|student_A|DDF|affect|DDF
31654753|student_A|microbiome|is linked to|DDF
38959280|student_A|DDF|target|human
38959280|student_A|anatomical location|located in|human
38959280|student_A|microbiome|is linked to|DDF
36593694|student_B|DDF|change abundance|bacteria
36593694|student_B|DDF|affect|DDF
36593694|student_B|DDF|strike|anatomical location
36593694|student_B|DDF|change abundance|microbiome
36593694|student_B|bacteria|influence|DDF
36593694|student_B|chemical|located in|anatomical location
36593694|student_B|DDF|is a|DDF
36593694|student_B|bacteria|interact|bacteria
36593694|student_B|microbiome|is linked to|DDF
36593694|student_B|bacteria|part of|microbiome
36593694|student_B|bacteria|interact|chemical
39029984|student_A|DDF|target|human
39029984|student_A|DDF|affect|DDF
39029984|student_A|chemical|impact|microbiome
39029984|student_A|drug|change effect|DDF
39029984|student_A|microbiome|located in|anatomical location
39029984|student_A|chemical|influence|DDF
34768765|student_A|DDF|target|human
34768765|student_A|DDF|affect|DDF
34768765|student_A|bacteria|located in|human
34768765|student_A|human|used by|biomedical technique
34768765|student_A|bacteria|influence|DDF
34768765|student_A|drug|change effect|DDF
34768765|student_A|anatomical location|located in|animal
34768765|student_A|microbiome|is linked to|DDF
34768765|student_A|DDF|target|animal
34768765|student_A|bacteria|located in|animal
38815661|student_B|DDF|target|human
38815661|student_B|microbiome|located in|human
38815661|student_B|microbiome|used by|biomedical technique
38815661|student_B|microbiome|is linked to|DDF
38815661|student_B|bacteria|part of|microbiome
38827186|student_A|microbiome|is linked to|DDF
38869657|student_B|DDF|target|human
38869657|student_B|bacteria|located in|human
38869657|student_B|chemical|impact|microbiome
38869657|student_B|microbiome|located in|human
38869657|student_B|drug|administered|human
38869657|student_B|chemical|produced by|microbiome
38869657|student_B|drug|impact|microbiome
38869657|student_B|chemical|located in|human
38869657|student_B|microbiome|used by|biomedical technique
38869657|student_B|bacteria|interact|chemical
39417049|student_A|DDF|change abundance|microbiome
39417049|student_A|microbiome|is linked to|DDF
35713539|student_A|DDF|target|human
34982206|student_A|chemical|influence|DDF
