pmid|title|authors|journal|year|abstract
37213508|Global research trends and focus on the link between colorectal cancer and gut flora: a bibliometric analysis from 2001 to 2021.|Yonglong Chang; Qinling Ou; Xuhui Zhou; Jinhui Liu; Sifang Zhang|Frontiers in microbiology|2023|Colorectal cancer (CRC) is a highly prevalent cancer, and the global healthcare system bears a significant burden due to its incidence. Modulating the gut microbiota is a promising approach to enhance the efficacy of CRC treatment and reduce its adverse effects. The causal relationship between specific microorganisms' presence and CRC development has been widely validated. However, few studies have investigated this relationship using bibliometric methods. Therefore, this study analyzed the research hotspots and trends in human gut microbiology and CRC over the last two decades from a bibliometric perspective. The study aims to provide novel insights into basic and clinical research in this field. The articles and reviews on gut microbiota in CRC were obtained from the Web of Science Core Collection (WOSCC) on November 2, 2022. CiteSpace and VOSviewer were used to conduct the bibliometric and knowledge-map analysis. A total of 2,707 publications were obtained, with a rapid increase in the number of publications since 2015. The United States and China are the main contributors in this field and have established a network of partnerships in several countries. 414 academic journals have published articles on this topic. The author with the highest number of publications is Jun Yu from the Chinese University of Hong Kong. In addition to "intestinal flora" and "colorectal cancer," high frequency terms in the keyword co-occurrence network analysis included inflammatory bowel disease, <i>Fusobacterium nucleatum</i>, inflammation, long-chain fatty acids, ulcerative colitis, bile acids, and resistant starch. Analysis of keyword trends using burst testing revealed that biomarkers, abnormal crypt foci, bifidobacteria, β-glucuronidase, short-chain fatty acids, bile acids, and DNA methylation are at the forefront of research in this area. The findings of this study provide a bibliometric analysis and visualization of the key research areas in gut microbiota and CRC over the past 20 years. The results suggest that the role of gut microbiota in CRC and its underlying mechanisms should be closely monitored, particularly in the areas of biomarkers, metabolic pathways, and DNA methylation, which may emerge as hot topics in this field.
33046051|Using data science for medical decision making case: role of gut microbiome in multiple sclerosis.|Jasminka Hasic Telalovic; Azra Music|BMC medical informatics and decision making|2020|A decade ago, the advancements in the microbiome data sequencing techniques initiated the development of research of the microbiome and its relationship with the host organism. The development of sophisticated bioinformatics and data science tools for the analysis of large amounts of data followed. Since then, the analyzed gut microbiome data, where microbiome is defined as a network of microorganisms inhabiting the human intestinal system, has been associated with several conditions such as irritable bowel syndrome - IBS, colorectal cancer, diabetes, obesity, and metabolic syndrome, and lately in the study of Parkinson's and Alzheimer's diseases as well. This paper aims to provide an understanding of differences between microbial data of individuals who have been diagnosed with multiple sclerosis and those who were not by exploiting data science techniques on publicly available data. This study examines the relationship between multiple sclerosis (MS), an autoimmune central nervous system disease, and gut microbial community composition, using the samples acquired by 16s rRNA sequencing technique. We have used three different sets of MS samples sequenced during three independent studies (Jangi et al, Nat Commun 7:1-11, 2016), (Miyake et al, PLoS ONE 10:0137429, 2015), (McDonald et al, Msystems 3:00031-18, 2018) and this approach strengthens our results. Analyzed sequences were from healthy control and MS groups of sequences. The extracted set of statistically significant bacteria from the (Jangi et al, Nat Commun 7:1-11, 2016) dataset samples and their statistically significant predictive functions were used to develop a Random Forest classifier. In total, 8 models based on two criteria: bacteria abundance (at six taxonomic levels) and predictive functions (at two levels), were constructed and evaluated. These include using taxa abundances at different taxonomy levels as well as predictive function analysis at different hierarchical levels of KEGG pathways. The highest accuracy of the classification model was obtained at the genus level of taxonomy (76.82%) and the third hierarchical level of KEGG pathways (70.95%). The second dataset's 18 MS samples (Miyake et al, PLoS ONE 10:0137429, 2015) and 18 self-reported healthy samples from the (McDonald et al, Msystems 3:00031-18, 2018) dataset were used to validate the developed classification model. The significance of this step is to show that the model is not overtrained for a specific dataset but can also be used on other independent datasets. Again, the highest classification model accuracy for both validating datasets combined was obtained at the genus level of taxonomy (70.98%) and third hierarchical level of KEGG pathways (67.24%). The accuracy of the independent set remained very relevant. Our results demonstrate that the developed classification model provides a good tool that can be used to suggest the presence or absence of MS condition by collecting and analyzing gut microbiome samples. The accuracy of the model can be further increased by using sequencing methods that allow higher taxa resolution (i.e. shotgun metagenomic sequencing).
38204948|Neuroendocrine, neurotransmitter, and gut microbiota imbalance contributing to potential psychiatric disorder prevalence in polycystic ovarian syndrome.|Karis I Sarkisian; Lananh Ho; Jane Yang; Rachel Mandelbaum; Frank Z Stanczyk|F&S reports|2023|Polycystic ovarian syndrome (PCOS) is the most common endocrine disorder in women, affecting up to 15% of reproductive-aged women. Polycystic ovarian syndrome is a heterogeneous disorder, both in the sense that many different factors may play a role in its manifestation and that multiple systems throughout the body can be affected. Polycystic ovarian syndrome has been linked to an increased prevalence of various psychiatric disorders, including depression and anxiety. Despite the socioeconomic effect that these disorders may have on patients with PCOS and society as a whole, this association is largely lacking in research. There are currently several theories regarding the link between PCOS and mental health. Some suggest that the overactive hypothalamic-pituitary-ovarian and hypothalamic-pituitary-adrenal axes in PCOS patients may alter the hormonal profile and contribute to the development of psychiatric disorders. Other studies speculate that abnormal levels of neurotransmitters and neuronal signaling may play a role. Recently, more research has begun to focus on the gut-brain axis, addressing the nutritional needs of PCOS patients. Studies show that dietary factors such as probiotics and micronutrient supplementation may significantly improve psychiatric symptoms in PCOS patients while helping regulate neurotransmitter levels in the body. In this review, we examine different theories regarding the association between PCOS and psychiatric disorders and point out different areas of research that are needed to broaden our understanding of this association.
31952911|Gut microbial changes of patients with psychotic and affective disorders: A systematic review.|Nina Vindegaard; Helene Speyer; Merete Nordentoft; Simon Rasmussen; Michael Eriksen Benros|Schizophrenia research|2021|Many diverse inflammatory pathophysiologic mechanisms have been linked to mental disorders, and through the past decade an increasing interest in the gut microbiota and its relation to mental health has been arising. We aimed to systematically review studies of alterations in gut microbiota of patients suffering from psychotic disorders, bipolar disorder or depression compared to healthy controls. We systematically searched the databases CENTRAL, PubMed, EMBASE, PsycINFO and LILACS. Primary outcome was to compare the gut microbiota of patients suffering from psychotic disorders, bipolar disorder or depression with healthy controls. We identified 17 studies, covering 744 patients and 620 healthy controls. The most consistent microbiota changes were a tendency towards higher abundance of Actinobacteria and lower abundance of Firmicutes at the phylum level, lower abundance of Lachnospiraceae at family level and lower abundance of Faecalibacterium at genus level for the mental disorders overall. However, we found that all studies had risk of bias and that the included studies displayed great variability in methods of storage, analysis of the fecal samples, reporting of results and statistics used. Due to the many limitations of the included studies the findings should be interpreted with caution. Larger studies (especially of schizophrenia and major depressive disorder) are needed, but it is also of great importance to gather information of and control for factors that influence the result of a microbiota analysis including body mass index (BMI), smoking, alcohol consumption, diet habits, antibiotics, sample handling, wet laboratory methods and statistics.
29023380|The Gut Microbiome Feelings of the Brain: A Perspective for Non-Microbiologists.|Aaron Lerner; Sandra Neidhöfer; Torsten Matthias|Microorganisms|2017|<b>Objectives:</b> To comprehensively review the scientific knowledge on the gut-brain axis. <b>Methods:</b> Various publications on the gut-brain axis, until 31 July 2017, were screened using the Medline, Google, and Cochrane Library databases. The search was performed using the following keywords: "gut-brain axis", "gut-microbiota-brain axis", "nutrition microbiome/microbiota", "enteric nervous system", "enteric glial cells/network", "gut-brain pathways", "microbiome immune system", "microbiome neuroendocrine system" and "intestinal/gut/enteric neuropeptides". Relevant articles were selected and reviewed. <b>Results:</b> Tremendous progress has been made in exploring the interactions between nutrients, the microbiome, and the intestinal, epithelium-enteric nervous, endocrine and immune systems and the brain. The basis of the gut-brain axis comprises of an array of multichannel sensing and trafficking pathways that are suggested to convey the enteric signals to the brain. These are mediated by neuroanatomy (represented by the vagal and spinal afferent neurons), the neuroendocrine-hypothalamic-pituitary-adrenal (HPA) axis (represented by the gut hormones), immune routes (represented by multiple cytokines), microbially-derived neurotransmitters, and finally the gate keepers of the intestinal and brain barriers. Their mutual and harmonious but intricate interaction is essential for human life and brain performance. However, a failure in the interaction leads to a number of inflammatory-, autoimmune-, neurodegenerative-, metabolic-, mood-, behavioral-, cognitive-, autism-spectrum-, stress- and pain-related disorders. The limited availability of information on the mechanisms, pathways and cause-and-effect relationships hinders us from translating and implementing the knowledge from the bench to the clinic. <b>Implications:</b> Further understanding of this intricate field might potentially shed light on novel preventive and therapeutic strategies to combat these disorders. Nutritional approaches, microbiome manipulations, enteric and brain barrier reinforcement and sensing and trafficking modulation might improve physical and mental health outcomes.
28572752|Chronic alcohol overconsumption may alter gut microbial metabolism: a retrospective study of 719 <sup>13</sup>C-D-xylose breath test results.|Steinar Traae Bjørkhaug; Viggo Skar; Asle W Medhus; Anita Tollisen; Jørgen G Bramness; Jørgen Valeur|Microbial ecology in health and disease|2017|<b>Objective</b>: Alterations of gut microbiota composition or function may participate in the pathophysiology of several diseases. We aimed to explore the effect of chronic alcohol overconsumption on gut microbial metabolism, as assessed by evaluating <sup>13</sup>C-D-xylose breath test results. <b>Materials and methods</b>: We investigated all <sup>13</sup>C-D-xylose breath tests performed at Lovisenberg Diaconal Hospital during the years 2005 to 2011, using patient files for diagnosing the patients into one of three patient categories: alcohol overconsumption, coeliac disease and functional bowel disorder. In addition, a group of healthy controls was included. The time curves of <sup>13</sup>CO<sub>2</sub> excretion in breath samples were divided into two phases, evaluating small intestinal absorption (0-60 min) and colonic microbial metabolism (90-240 min), respectively. <b>Results</b>: A total of 719 patients underwent <sup>13</sup>C-D-xylose breath testing during the inclusion period. Thirty-five had a history of alcohol overconsumption, 66 had coeliac disease, and 216 had a functional bowel disorder, while 44 healthy controls were included for comparison. The alcohol overconsumption group had similar small intestinal phase results as the group of patients with untreated coeliac disease. During the colonic phase, the group of patients with alcohol overconsumption differed from all the other groups in terms of <sup>13</sup>C-xylose recovery, with significantly less <sup>13</sup>CO<sub>2</sub> excretion compared to the other groups. <b>Conclusion</b>: The results suggest that patients with a history of alcohol overconsumption suffer from both small intestinal malabsorption and impaired colonic microbial metabolism. The role of gut microbiota in chronic alcohol overconsumption should be investigated further.
36346385|A prebiotic diet modulates microglial states and motor deficits in α-synuclein overexpressing mice.|Reem Abdel-Haq; Johannes C M Schlachetzki; Joseph C Boktor; Thaisa M Cantu-Jungles; Taren Thron; Mengying Zhang; John W Bostick; Tahmineh Khazaei; Sujatha Chilakala; Livia H Morais; Greg Humphrey; Ali Keshavarzian; Jonathan E Katz; Matthew Thomson; Rob Knight; Viviana Gradinaru; Bruce R Hamaker; Christopher K Glass; Sarkis K Mazmanian|eLife|2022|Parkinson's disease (PD) is a movement disorder characterized by neuroinflammation, α-synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, although mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in α-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces α-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for neuroinflammation and PD.
32459708|The role of the gut microbiota in the pathophysiology of mental and neurological disorders.|Matteo M Pusceddu; Josep M Del Bas|Psychiatric genetics|2020|In recent decades, the concept of the gut microbiota as a potential novel therapeutic strategy for mental health has emerged. The tiny microbes inhabiting our gut communicate through a bidirectional communication signaling with the brain that influences gut physiology, brain function and behavior. Accumulating evidence suggests that perturbation of the gut microbiota contributes to the pathophysiology of mental illnesses including autism, depression and anxiety as well as neurodegenerative disorders such as Alzheimer's and Parkinson's diseases. This review will highlight recent findings in both human and animal studies indicating how changes in the gut microbiota can impact the pathophysiology of such diseases. The current work will also provide an understanding of the efficacy of microbiota-targeted therapies on psychiatric disorders.
33177907|Gut Microbiota Changes and Their Relationship with Inflammation in Patients with Acute and Chronic Insomnia.|Yuanyuan Li; Bin Zhang; Ya Zhou; Daoming Wang; Xianchen Liu; Lin Li; Tong Wang; Yuechu Zhang; Min Jiang; Huilan Tang; Lawrence V Amsel; Fang Fan; Christina W Hoven|Nature and science of sleep|2020|The major purpose of this study was to detect the changes in gut microbiota composition and inflammatory cytokines production associated with acute and chronic insomnia. This study also evaluated the relationship between gut microbiota changes and increased inflammatory cytokines in insomnia patients. Outpatients with acute and chronic insomnia (aged 26-55 years; n=20 and 38, respectively) and age/gender-matched healthy controls (n=38) were recruited from a southern China region. Participants' gut microbiome, plasma cytokines, and self-reported sleep quality and psychopathological symptoms were measured. The gut microbiomes of insomnia patients compared with healthy controls were characterized by lower microbial richness and diversity, depletion of anaerobes, and short-chain fatty acid (SCFA)-producing bacteria, and an expansion of potential pathobionts. <i>Lachnospira</i> and <i>Bacteroides</i> were signature bacteria for distinguishing acute insomnia patients from healthy controls, while <i>Faecalibacterium</i> and <i>Blautia</i> were signature bacteria for distinguishing chronic insomnia patients from healthy controls. Acute/chronic insomnia-related signature bacteria also showed correlations with these patients' self-reported sleep quality and plasma IL-1β. These ﬁndings suggest that insomnia symptomology, gut microbiota, and inflammation may be interrelated in complex ways. Gut microbiota may serve as an important indicator for auxiliary diagnosis of insomnia and provide possible new therapeutic targets in the ﬁeld of sleep disorders.
38089822|The relationship between gut microbiota and insomnia: a bi-directional two-sample Mendelian randomization research.|Yan Li; Qingqing Deng; Zhanli Liu|Frontiers in cellular and infection microbiology|2023|Insomnia is the second most common mental health issue, also is a social and financial burden. Insomnia affects the balance between sleep, the immune system, and the central nervous system, which may raise the risk of different systemic disorders. The gut microbiota, referred to as the "second genome," has the ability to control host homeostasis. It has been discovered that disruption of the gut-brain axis is linked to insomnia. In this study, we conducted MR analysis between large-scale GWAS data of GMs and insomnia to uncover potential associations. Ten GM taxa were detected to have causal associations with insomnia. Among them, class <i>Negativicutes</i>, genus <i>Clostridiuminnocuumgroup</i>, genus <i>Dorea</i>, genus <i>Lachnoclostridium</i>, genus <i>Prevotella7</i>, and order <i>Selenomonadalesare</i> were linked to a higher risk of insomnia. In reverse MR analysis, we discovered a causal link between insomnia and six other GM taxa. It suggested that the relationship between insomnia and intestinal flora was convoluted. Our findings may offer beneficial biomarkers for disease development and prospective candidate treatment targets for insomnia.
31646148|Gut microbial metabolites in depression: understanding the biochemical mechanisms.|Giorgia Caspani; Sidney Kennedy; Jane A Foster; Jonathan Swann|Microbial cell (Graz, Austria)|2019|Gastrointestinal and central function are intrinsically connected by the gut microbiota, an ecosystem that has co-evolved with the host to expand its biotransformational capabilities and interact with host physiological processes by means of its metabolic products. Abnormalities in this microbiota-gut-brain axis have emerged as a key component in the pathophysiology of depression, leading to more research attempting to understand the neuroactive potential of the products of gut microbial metabolism. This review explores the potential for the gut microbiota to contribute to depression and focuses on the role that microbially-derived molecules - neurotransmitters, short-chain fatty acids, indoles, bile acids, choline metabolites, lactate and vitamins - play in the context of emotional behavior. The future of gut-brain axis research lies is moving away from association, towards the mechanisms underlying the relationship between the gut bacteria and depressive behavior. We propose that direct and indirect mechanisms exist through which gut microbial metabolites affect depressive behavior: these include (i) direct stimulation of central receptors, (ii) peripheral stimulation of neural, endocrine, and immune mediators, and (iii) epigenetic regulation of histone acetylation and DNA methylation. Elucidating these mechanisms is essential to expand our understanding of the etiology of depression, and to develop new strategies to harness the beneficial psychotropic effects of these molecules. Overall, the review highlights the potential for dietary interventions to represent such novel therapeutic strategies for major depressive disorder.
23981537|Metabolic features of the cell danger response.|Robert K Naviaux|Mitochondrion|2014|The cell danger response (CDR) is the evolutionarily conserved metabolic response that protects cells and hosts from harm. It is triggered by encounters with chemical, physical, or biological threats that exceed the cellular capacity for homeostasis. The resulting metabolic mismatch between available resources and functional capacity produces a cascade of changes in cellular electron flow, oxygen consumption, redox, membrane fluidity, lipid dynamics, bioenergetics, carbon and sulfur resource allocation, protein folding and aggregation, vitamin availability, metal homeostasis, indole, pterin, 1-carbon and polyamine metabolism, and polymer formation. The first wave of danger signals consists of the release of metabolic intermediates like ATP and ADP, Krebs cycle intermediates, oxygen, and reactive oxygen species (ROS), and is sustained by purinergic signaling. After the danger has been eliminated or neutralized, a choreographed sequence of anti-inflammatory and regenerative pathways is activated to reverse the CDR and to heal. When the CDR persists abnormally, whole body metabolism and the gut microbiome are disturbed, the collective performance of multiple organ systems is impaired, behavior is changed, and chronic disease results. Metabolic memory of past stress encounters is stored in the form of altered mitochondrial and cellular macromolecule content, resulting in an increase in functional reserve capacity through a process known as mitocellular hormesis. The systemic form of the CDR, and its magnified form, the purinergic life-threat response (PLTR), are under direct control by ancient pathways in the brain that are ultimately coordinated by centers in the brainstem. Chemosensory integration of whole body metabolism occurs in the brainstem and is a prerequisite for normal brain, motor, vestibular, sensory, social, and speech development. An understanding of the CDR permits us to reframe old concepts of pathogenesis for a broad array of chronic, developmental, autoimmune, and degenerative disorders. These disorders include autism spectrum disorders (ASD), attention deficit hyperactivity disorder (ADHD), asthma, atopy, gluten and many other food and chemical sensitivity syndromes, emphysema, Tourette's syndrome, bipolar disorder, schizophrenia, post-traumatic stress disorder (PTSD), chronic traumatic encephalopathy (CTE), traumatic brain injury (TBI), epilepsy, suicidal ideation, organ transplant biology, diabetes, kidney, liver, and heart disease, cancer, Alzheimer and Parkinson disease, and autoimmune disorders like lupus, rheumatoid arthritis, multiple sclerosis, and primary sclerosing cholangitis.
37657622|Strain-level structure of gut microbiome showed potential association with cognitive function in major depressive disorder: A pilot study.|Zaiquan Dong; Qinglian Xie; Yanling Yuan; Xiaoling Shen; Yanni Hao; Jin Li; Haizhen Xu; Weihong Kuang|Journal of affective disorders|2023|Although the association between gut microbiota and the pathogenesis of major depressive disorder (MDD) has been well studied, it is unclear whether gut microbiota affects cognitive function in patients with MDD. In this study, we explored the association between gut microbiota and cognitive function in MDD and its possible mechanisms. We enrolled 57 patients with MDD and 30 healthy controls (HCs) and used 16S rRNA gene sequencing analysis and shotgun metagenomic sequencing analysis to determine gut microbial composition. The richness and diversity of gut microbiota in patients with MDD were the same as those in HCs, but there were differences in the abundance of Bifidobacterium and Blautia. Compared with HCs, two strains (bin_32 and bin_55) were significantly increased, and one strain (bin_31) was significantly decreased in patients with MDD based on the strain-level meta-analysis. Time to complete the Stroop-C had significant negative correlations with bin_31 and bin_32. Bin_55 had significant negative correlations with time to complete the Stroop-C, time to complete the Stroop-CW, and repeated animal words in 60 s but significant positive correlations with correct answers in 120 s on the Stroop-CW. This study only tested the cognitive function of MDD in a small sample, which may have caused some bias. Based on our strain-level analysis, we found that gut microbiota may be associated with the pathogenesis of MDD and may have potential effects on cognitive function.
36760344|Alteration of faecal microbiota balance related to long-term deep meditation.|Ying Sun; Peijun Ju; Ting Xue; Usman Ali; Donghong Cui; Jinghong Chen|General psychiatry|2023|Advancements in research have confirmed that gut microbiota can influence health through the microbiota-gut-brain axis. Meditation, as an inner mental exercise, can positively impact the regulation of an individual's physical and mental health. However, few studies have comprehensively investigated faecal microbiota following long-term (several years) deep meditation. Therefore, we propose that long-term meditation may regulate gut microbiota homeostasis and, in turn, affect physical and mental health. To investigate the effects of long-term deep meditation on the gut microbiome structure. To examine the intestinal flora, 16S rRNA gene sequencing was performed on faecal samples of 56 Tibetan Buddhist monks and neighbouring residents. Based on the sequencing data, linear discriminant analysis effect size (LEfSe) was employed to identify differential intestinal microbial communities between the two groups. Phylogenetic Investigation of Communities by Reconstruction of Unobserved States (PICRUSt) analysis was used to predict the function of faecal microbiota. In addition, we evaluated biochemical indices in the plasma. The α-diversity indices of the meditation and control groups differed significantly. At the genus level, <i>Prevotella</i> and <i>Bacteroides</i> were significantly enriched in the meditation group. According to the LEfSe analysis, two beneficial bacterial genera (<i>Megamonas</i> and <i>Faecalibacterium</i>) were significantly enriched in the meditation group. Functional predictive analysis further showed that several pathways-including glycan biosynthesis, metabolism and lipopolysaccharide biosynthesis-were significantly enriched in the meditation group. Moreover, plasma levels of clinical risk factors were significantly decreased in the meditation group, including total cholesterol and apolipoprotein B. Long-term traditional Tibetan Buddhist meditation may positively impact physical and mental health. We confirmed that the gut microbiota composition differed between the monks and control subjects. The microbiota enriched in monks was associated with a reduced risk of anxiety, depression and cardiovascular disease and could enhance immune function. Overall, these results suggest that meditation plays a positive role in psychosomatic conditions and well-being.
33722869|Bugs and Brains, the Gut and Mental Health Study: a mixed-methods study investigating microbiota composition and function in anxiety, depression and irritable bowel syndrome.|Carra A Simpson; Orli S Schwartz; Djamila Eliby; Catherine A Butler; Katherine Huang; Neil O'Brien-Simpson; Bridget L Callaghan; Stuart G Dashper; Paul R Gooley; Sarah Whittle; Nick Haslam; Julian G Simmons|BMJ open|2021|Research has highlighted relationships between the micro-organisms that inhabit our gastrointestinal tract (oral and gut microbiota) with host mood and gastrointestinal functioning. Mental health disorders and functional gastrointestinal disorders co-occur at high rates, although the mechanisms underlying these associations remain unclear. The Bugs and Brains Study aims to investigate complex relationships between anxiety/depression and irritable bowel syndrome (IBS) in two ways. First, its primary component will compare the gut and oral microbiota in females with anxiety/depression and/or IBS relative to controls, and investigate underlying physiological, endocrine and immune factors, as well as associations with diet and psychosocial factors. In an ancillary component, the study will also investigate gastrointestinal and mental health symptoms in a larger sample, and explore relationships with diet, exercise, oral health, substance use, medical history, early life adversity and psychosocial factors. The Bugs and Brains Study aims to recruit 160 females to the primary component: (1) 40 controls; (2) 40 participants with a depressive/anxiety disorder, but no IBS; (3) 40 participants with IBS, but no depressive/anxiety disorder and (4) 40 participants with both depressive/anxiety disorder and IBS. Participation is completed within 1 month, and involves comprehensive questionnaires, anthropometrics, a diagnostic clinical interview, collection of two saliva samples, and stool, urine and hair samples. This study aims to use a systems biology approach to characterise oral and gut microbial composition <u>and</u> function using 16S rRNA gene sequencing and nuclear MR spectroscopy. As part of the ancillary component, it will collect questionnaire data from 1000 participants aged 18-40 years, capturing mental health, gastrointestinal health, oral health, diet and psychosocial factors. Approval was granted by the University of Melbourne Human Research Ethics Committee (#1749221). All participants voluntarily provided informed consent. Results will be published in peer-reviewed journals and presented at scientific conferences.
34776854|Changes in the Gut Microbiome and Predicted Functional Metabolic Effects in an Australian Parkinson's Disease Cohort.|Jade E Kenna; Eng Guan Chua; Megan Bakeberg; Alfred Tay; Sarah McGregor; Anastazja Gorecki; Malcolm Horne; Barry Marshall; Frank L Mastaglia; Ryan S Anderton|Frontiers in neuroscience|2021|<b>Background:</b> There has been increasing recognition of the importance of the gut microbiome in Parkinson's disease (PD), but the influence of geographic location has received little attention. The present study characterized the gut microbiota and associated changes in host metabolic pathways in an Australian cohort of people with PD (PwP). <b>Methods:</b> The study involved recruitment and assessment of 87 PwP from multiple Movement Disorders Clinics in Australia and 47 healthy controls. Illumina sequencing of the V3 and V4 regions of the 16S rRNA gene was used to distinguish inter-cohort differences in gut microbiota; KEGG analysis was subsequently performed to predict functional changes in host metabolic pathways. <b>Results:</b> The current findings identified significant differences in relative abundance and diversity of microbial operational taxonomic units (OTUs), and specific bacterial taxa between PwP and control groups. Alpha diversity was significantly reduced in PwP when compared to controls. Differences were found in two phyla (Synergistetes and Proteobacteria; both increased in PwP), and five genera (C<i>olidextribacter, Intestinibacter, Kineothrix, Agathobaculum</i>, and <i>Roseburia</i>; all decreased in PwP). Within the PD cohort, there was no association identified between microbial composition and gender, constipation or use of gastrointestinal medication. Furthermore, KEGG analysis identified 15 upregulated and 11 downregulated metabolic pathways which were predicted to be significantly altered in PwP. <b>Conclusion:</b> This study provides the first comprehensive characterization of the gut microbiome and predicted functional metabolic effects in a southern hemisphere PD population, further exploring the possible mechanisms whereby the gut microbiota may exert their influence on this disease, and providing evidence for the incorporation of such data in future individualized therapeutic strategies.
28976454|The Gut and Its Microbiome as Related to Central Nervous System Functioning and Psychological Well-being: Introduction to the Special Issue of Psychosomatic Medicine.|Emeran A Mayer; Elaine Y Hsiao|Psychosomatic medicine|2017|Accumulating evidence indicates bidirectional associations between the brain and the gut microbiome with both top-down and bottom-up processes. This article describes new developments in brain-gut interactions as an introduction to a special issue of Psychosomatic Medicine, based on a joint symposium of the American Psychosomatic Society and the American Gastroenterological Association. Literature review articles indicate that several psychiatric disorders are associated with altered gut microbiota, whereas evidence linking functional gastrointestinal disorders and dysbiosis has not been firmly established. The association between dysbiosis with obesity, metabolic syndrome, and Type 2 diabetes mellitus is still inconclusive, but evidence suggests that bariatric surgery may favorably alter the gut microbial community structure. Consistent with the literature linking psychiatric disorders with dysbiosis is that life adversity during childhood and certain temperaments that develop early in life are associated with altered gut microbiota, particularly the Prevotella species. Some studies reported in this issue support the hypothesis that brain-gut interactions are adversely influenced by reduced functional activation of the hippocampus and autonomic nervous system dysregulation. The evidence for the effects of probiotics in the treatment of Clostridium difficile colitis is relatively well established, but effects on mental health and psychophysiological stress reactivity are either inconclusive or still in progress. To conceptualize brain-gut interactions, a holistic, systems-based perspective on health and disease is needed, integrating gut microbial with environmental ecology. More translational research is needed to examine the mental and physical health effects of prebiotics and probiotics, in well-phenotyped human populations with sufficiently large sample sizes.
31053995|Gender specific decrease of a set of circulating N-acylphosphatidyl ethanolamines (NAPEs) in the plasma of Parkinson's disease patients.|Zeeshan Hamid; Abdul Basit; Silvia Pontis; Fabrizio Piras; Francesca Assogna; Paola Bossù; Francesco Ernesto Pontieri; Alessandro Stefani; Gianfranco Spalletta; Pietro Franceschi; Angelo Reggiani; Andrea Armirotti|Metabolomics : Official journal of the Metabolomic Society|2019|Current markers of Parkinson's disease (PD) fail to detect the early progression of disease state. Conversely, current omics techniques allow the investigation of hundreds of molecules potentially altered by disease conditions. Based on evidence previously collected by our group in a mouse model of PD, we speculated that a particular set of circulating lipids might be significantly altered by the pathology. The aim of current study was to evaluate the potential of a particular set of N-acyl-phosphatidylethanolamines (NAPEs) as potential non-invasive plasma markers of ongoing neurodegeneration from Parkinson's disease in human subjects. A panel of seven NAPEs were quantified by LC-MS/MS in the plasma of 587 individuals (healthy controls, n = 319; Parkinson's disease, n = 268); Random Forest classification and statistical modeling was applied to compare Parkinson's disease versus controls. All p-values obtained in different tests were corrected for multiplicity by controlling the false discovery rate (FDR). The results indicate that this panel of NAPEs is able to distinguish female PD patients from the corresponding healthy controls. Further to this, the observed downregulation of these NAPEs is in line with the results in plasma of a mouse model of Parkinson's (6-OHDA). In the current study we have shown the downregulation of NAPEs in plasma of PD patients and we thus speculate that these lipids might serve as candidate biomarkers for PD. We also suggest a molecular mechanism, explaining our findings, which involves gut microbiota.
